"OxatisId";"ItemSKU";"Name";"TaxRate";"Price1VATExcluded";"Category1Name";"Category2Name";"Category3Name";"Category4Name";"Category5Name";"Category6Name";"Category7Name";"Category8Name";"Category9Name";"Category10Name";"BrandName";"Weight";"MetaTitle";"MetaDescription";"MetaKeywords";"EANCode";"ProductLanguage";"CanonicalURLCustomizedContent"
"19612544";"32020";"Ventilador Mini Eterfan FARO - blanco brillo motor DC. 128cm. Ø";"21,00";"266,94";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Mini Eterfan blanco brillo motor DC.  32020";"Ventilador de techo Mini Eterfan de la marca Faro &#10003; ventilador Minieterfan Super silencioso &#10003; compra ventilador Mini Eterfan Faro al mejor precio GARANTIZADO &#10003; Mini Eterfan con motor DC de bajo consumo &#10003; Ventilador Mini Eterfan diseñado por Faro desing Tean.";"ventilador de techo, mini eterfan, faro, motor dc, ventiladores de techo.";"8421776096912";;"faro-ventilador-de-techo-min-eterfan-motor-dc"
"19612611";"32025";"Ventilador Mini Eterfan FARO - blanco mate motor DC. 128cm.Ø";"21,00";"266,94";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Mini Eterfan motor DC.";"Ventilador de techo Mini Eterfan de la marca Faro &#10003; ventilador Minieterfan Super silencioso &#10003; compra ventilador Mini Eterfan Faro al mejor precio GARANTIZADO &#10003; Mini Eterfan con motor DC de bajo consumo &#10003; Ventilador Mini Eterfan diseñado por Faro desing Tean.";"ventilador de techo, mini eterfan, faro, motor dc, ventiladores de techo.";"8421776096929";;"faro-ventilador-de-techo-min-eterfan-motor-dc"
"19612616";"32026";"Ventilador Mini Eterfan FARO - negro brillo motor DC. 128cm. Ø";"21,00";"266,94";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Mini Eterfan negro brillo motor DC. 32026";"Ventilador de techo Mini Eterfan de la marca Faro &#10003; ventilador Minieterfan Super silencioso &#10003; compra ventilador Mini Eterfan Faro al mejor precio GARANTIZADO &#10003; Mini Eterfan con motor DC de bajo consumo &#10003; Ventilador Mini Eterfan diseñado por Faro desing Tean.";"ventilador de techo, mini eterfan, faro, motor dc, ventiladores de techo.";"8421776096936";;"faro-ventilador-de-techo-min-eterfan-motor-dc"
"19612617";"32027";"Ventilador Mini Eterfan FARO - negro pala transparente 128cm Ø";"21,00";"266,94";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Mini Eterfan motor DC. bajo consumo 32027";"Ventilador de techo Mini Eterfan de la marca Faro &#10003; ventilador Minieterfan Super silencioso &#10003; compra ventilador Mini Eterfan Faro al mejor precio GARANTIZADO &#10003; Mini Eterfan con motor DC de bajo consumo &#10003; Ventilador Mini Eterfan diseñado por Faro desing Tean.";"ventilador de techo, mini eterfan, faro, motor dc, ventiladores de techo.";"8421776096943";;"faro-ventilador-de-techo-min-eterfan-motor-dc"
"19612618";"32028";"Ventilador Mini Eterfan FARO - negro mate pala nogal 128cm. Ø";"21,00";"266,94";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Mini Eterfan negro mate motor DC. 32027";"Ventilador de techo Mini Eterfan de la marca Faro &#10003; ventilador Minieterfan Super silencioso &#10003; compra ventilador Mini Eterfan Faro al mejor precio GARANTIZADO &#10003; Mini Eterfan con motor DC de bajo consumo &#10003; Ventilador Mini Eterfan diseñado por Faro desing Tean.";"ventilador de techo, mini eterfan, faro, motor dc, ventiladores de techo.";"8421776096950";;"faro-ventilador-de-techo-min-eterfan-motor-dc"
"19613134";"33463";"Ventilador Lantau G FARO nogal iluminación LED 168cm. Ø";"21,00";"260,33";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";"Ventiladores de techo\Ventiladores Vintage";;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro Lantau. Ventilador Lantau G Nogal con luz LED. 33463";"Refrescate con estilo &#10003; Envio gratispara ventilador Lantau g Faro* &#10003; Luz LED incluida &#10003; Media 168cmØ &#10003; Ventilador estrella de la marca &#10003; compra  el Ventilador Lantau G Faro al mejor precio garantizado.";"lantau, g , faro, ventilador, Lantau G, led, 33463, Faro";"8421776092082";;"faro-ventilador-de-techo-lantau-g"
"19613754";"33475+33476";"Ventilador Molokai FARO + Kit de Luz LED. Motor DC. 125cm. Ø";"21,00";"239,67";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro ventilador de techo Molokai con luz LED. Ventiladores";"Ventilador de techo Faro Molokai. Comprar Ventilador Faro moderno con luz y mando a distancia con envio Gratis y LED con motor DC serie Molokai";"ventilador de techo, faro, Molokai, motor dc";;;"faro-ventilador-de-techo-molokai"
"19613904";"33475";"Ventilador de techo Molokai Faro - Sin luz Motor DC. 125 Ø";"21,00";"187,6";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro ventilador de techo Molokai. Motor DC Sunaca RF. 33475";"Ventilador de techo Molokai de la marca Faro &#10003; ventilador Molokai Super silencioso &#10003; compra ventiladores Faro al mejor precio GARANTIZADO &#10003; ventilador Molokai con motor DC de bajo consumo ultima generación &#10003; Disfruta del verano con el ventilador Molokai.";"ventilador de techo, faro, Molokai, motor DC, molokai, faro,";"8421776091030";;"faro-ventilador-de-techo-molokai-motor-dc-33475"
"19613981";"33549";"Ventilador Vulcano FARO motor DC luz Led 152cm. Ø";"21,00";"280,99";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro. Ventilador Vulcano. Motor DC  iluminación LED - Rf. 33549";"Compra el Ventilador de Techo Vulcano de Faro &#10003; Motor DC de 6 velocidades &#10003; bajo consumo &#10003; Mando a distancia &#10003; compra ventilador Vulcano al mejor precio GARANTIZADO &#10003; envio gratis* &#10003; Luz regulable";"ventilador, vulcano, Faro, faro, Vulcano, Ventilador de techo, dc, 33549";"8421776090965";;"faro-ventilador-de-techo-vulcano"
"19614664";"33700";"Ventilador Icaria FARO - Blanco 132cm. Ø";"21,00";"112,81";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";;;;;;;;"FARO";"0";"Faro Icaria ventilador de techo Icaria Blanco. Ventilador 33700";"Refrescate con El ventilador Icaria blanco de Faro &#10003; Envio gratis &#10003; Mando a distancia incluido &#10003; Maximo diseño &#10003; Distribuidores oficiales ";"ventilador, icaria, Faro, faro, Icaria, Ventilador de techo, 33700";"8421776090477";;"faro-ventilador-de-techo-icaria-blanco"
"19614721";"33701";"Ventilador Icaria FARO - Aluminio 132cm. Ø";"21,00";"110,74";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";;;;;;;;"FARO";"0";"Faro Icaria ventilador de techo Icaria Aluminio. Ventilador 33701";"Refrescate con El ventilador Icaria aluminio de Faro &#10003; Envio gratis &#10003; Mando a distancia incluido &#10003; Aspas reversibles &#10003; Maximo diseño &#10003; Distribuidores oficiales ";"ventilador, icaria, Faro, faro, Icaria, Ventilador de techo, 33701";"8421776090484";;"faro-ventilador-de-techo-icaria-aluminio"
"19614774";"33607";"Ventilador de techo Panay FARO - Blanco 122cm. Ø";"21,00";"119,01";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";;;;;;;;"FARO";"0";"Faro ventilador de techo Panay blanco con luz LED. Ventiladores 33607";"Ventilador de techo Faro Panay blanco. Comprar Ventiladores Faro modernos con luz y mando a distancia con envio Gratis y LED serie Panay";"ventilador de techo, faro, panay, led";"8421776091177";;"faro-ventilador-de-techo-panay-blanco"
"19614803";"33608";"Ventilador de techo Panay FARO - Niquel 122cm. Ø";"21,00";"122,31";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro ventilador de techo Panay niquel con luz LED. Ventiladores 33608";"Ventilador de techo Faro Panay blanco. Comprar Ventiladores Faro modernos con luz y mando a distancia con envio Gratis y LED serie Panay";"ventilador de techo, faro, panay, led";"8421776091184";;"faro-ventilador-de-techo-panay-blanco"
"19615039";"33498";"Ventilador Phuket FARO - Iluminación LED 120cm. Ø";"21,00";"206,2";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";;"Ventiladores de techo\Ventiladores Vintage";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro ventilador de techo Phuket con luz LED. Ventiladores de techo";"Ventilador de techo Phuket de la marca Faro &#10003; ventilador Phuket Super silencioso &#10003; compra ventilador Phuket Faro al mejor precio GARANTIZADO &#10003; Aspas tono blanco &#10003; Ventilador con iluminación LED.";"ventilador de techo, faro, phuket";"8421776090934";;"faro-ventilador-de-techo-phuket"
"19615236";"33467";"Ventilador Fogo FARO - Blanco Iluminación LED. 112cm. Ø";"21,00";"154,545";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro ventilador de techo Fogo blanco con luz LED. Ventiladores";"Genial Ventilador de techo Fogo de la marca Faro &#10003; Súper silencioso &#10003; compra ventilador Fogo Faro al mejor precio GARANTIZADO &#10003; Aspas tono blanco &#10003; Ventilador con iluminación LED.";"ventilador de techo, faro, fogo, led";"8421776090163";;"faro-ventilador-de-techo-fogo-blanco"
"19615429";"33606";"Ventilador de techo Cebu FARO Blanco 106cm.Ø";"21,00";"108,264";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores con luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";;"Ventiladores de techo\Ventiladores Vintage";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro con luz";;;"FARO";"0";"Faro ventilador de techo Cebu con luz LED. Ventiladores 33606";"Ventilador de techo Faro Cebu tono blanco. Comprar Ventiladores Faro modernos con luz y mando a distancia con envio Gratis y LED serie Cebu";"ventilador de techo, faro, cebu, led";"8421776091191";;"faro-ventilador-de-techo-cebu"
"19641840";"32000";"Ventilador Eterfan FARO - blanco brillo motor DC 128 cm. Ø";"21,00";"283,47";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Eterfan blanco brillo motor DC.  Rf. 32000";"Ventilador de techo Eterfan de la marca Faro &#10003; ventilador Eterfan Super silencioso &#10003; compra ventilador Eterfan Faro al mejor precio GARANTIZADO &#10003; Eterfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, eterfan, faro, dc, Eterfan, Faro, ";"8421776096851";;"faro-ventilador-de-techo-eterfan-motor-dc"
"19672476";"33394";"Ventilador Justfan FARO - cromo transparente 128cm. Ø";"21,00";"233,884";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Just Fan cromo aspas PC. Motor DC.  33394";"Ventilador de techo Justfan de la marca Faro &#10003; ventilador Jusfan Super silencioso &#10003; compra ventilador Jusfan Faro al mejor precio GARANTIZADO &#10003; ventilador Jusfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, just fan, faro, dc";"8421776084940";;"faro-ventilador-de-techo-just-fan-motor-dc"
"19672496";"32001";"Ventilador Eterfan FARO - blanco mate motor DC 128cm. Ø";"21,00";"283,47";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";;;;;;;;"FARO";"0";"Faro. Ventilador de techo Eterfan blanco mate con motor DC.";"Ventilador de techo Eterfan de la marca Faro &#10003; ventilador Eterfan Super silencioso &#10003; compra ventilador Eterfan Faro al mejor precio GARANTIZADO &#10003; Eterfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, eterfan, faro, dc";"8421776096868";;"faro-ventilador-de-techo-eterfan-motor-dc"
"19672503";"32002";"Ventilador Eterfan FARO - negro brillo motor DC 128cm. Ø";"21,00";"283,47";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Eterfan negro brillo con motor DC.";"Ventilador de techo Eterfan de la marca Faro &#10003; ventilador Eterfan Super silencioso &#10003; compra ventilador Eterfan Faro al mejor precio GARANTIZADO &#10003; Eterfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, eterfan, faro, dc";"8421776096875";;"faro-ventilador-de-techo-eterfan-motor-dc"
"19672504";"32003";"Ventilador Eterfan FARO - negro mate motor DC 128cm. Ø";"21,00";"283,47";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Eterfan negro mate con motor DC. 32003";"Ventilador de techo Eterfan de la marca Faro &#10003; ventilador Eterfan Super silencioso &#10003; compra ventilador Eterfan Faro al mejor precio GARANTIZADO &#10003; Eterfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, eterfan, faro, dc";"8421776096882";;"faro-ventilador-de-techo-eterfan-motor-dc"
"19672507";"32004";"Ventilador Eterfan FARO - negro madera motor DC 128cm. Ø";"21,00";"283,47";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Eterfan negro mate con motor DC. 32004";"Ventilador de techo Eterfan de la marca Faro &#10003; ventilador Eterfan Super silencioso &#10003; compra ventilador  Eterfan Faro al mejor precio GARANTIZADO &#10003; Eterfan con motor DC de bajo consumo &#10003; ";"ventilador de techo, eterfan, faro, dc, Eterfan, Faro, ";"8421776096899";;"faro-ventilador-de-techo-eterfan-motor-dc"
"19672611";"33464";"Ventilador Lantau G FARO acero aspas Nogal 168cm. Ø";"21,00";"235,54";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Corriente Alterna";"Ventiladores de techo\Ventiladores modernos";"Ventiladores de techo\Ventiladores Vintage";;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro Lantau. Ventilador Lantau G Nogal 168cm Ø sin luz. 33464";"Sorprendete con estilo &#10003; Envio gratis* &#10003; Ventilador de diseño Lantau G &#10003; Maximo silencio en ventiladores Lantau Faro  &#10003; Ventilador más vendido 2018 &#10003; compra online ventilador Lantau al mejor precio garantizado.";"faro, ventilador, lantau, g, Ventilador, Lantau G, nogal, 33464";"8421776090842";;"faro-ventilador-de-techo-lantau-g"
"19672621";"33462";"Ventilador Andros FARO Marrón 213cm.Ø";"21,00";"357,025";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";;;"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro Andros. Ventilador de techo Grande Marron Andros. 33462";"Compra el Ventilador Andros de Faro &#10003; Motor DC de 6 velocidades &#10003; bajo consumo &#10003; Mando a distancia &#10003; Gran tamaño &#10003 Envio gratis";"Andros, Faro, ventilador de techo, faro, ventiladores de techo, andros, 33462";"8421776096042";;"faro-ventilador-de-techo-andros-motor-dc"
"19672729";"33478";"Ventilador Nassau FARO. Ventilador Marron motor Dc 128cm.Ø";"21,00";"195,87";"Ventiladores de techo\Ventiladores de techo";"Ventiladores de techo\Ventiladores sin luz";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro";"Ventiladores de techo\Ventiladores Motor Bajo Consumo - DC";"Ventiladores de techo\Ventiladores modernos";"Ventiladores de techo\Ventiladores Clasicos";"Ventiladores de techo\Ventiladores Vintage";"Ventiladores de techo\Nuestras marcas de Ventiladores\Ventiladores Faro\Ventiladores Faro sin luz";;;"FARO";"0";"Faro. Ventilador de techo Nassau marron con motor DC.";"Ventilador de techo Faro Nassau con motor DC. Comprar Ventilador Faro moderno sin luz con oferta de envio gratis y mando a distancia. Ventilador de 6 velocidades.";"ventilador de techo, nassau, faro, dc";"8421776096097";;"faro-ventilador-de-techo-nassau"
"19673024";"33420L";"Kit de luz LED de ventilador de techo Nova. FARO";"21,00";"32,23";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Kit de luz LED ventilador de techo Nova Faro. Ventiladores";"Kit de luz de ventilador de techo Nova Faro. Accesorios de ventiladores de techo. Kit de luz LED para el ventilador de techo Nova de Lorefar.";"faro, nova, luz";"8421776092167";"es";"kit-de-luz-ventilador-faro-nova"
"19683549";"33476";"Kit de luz LED de ventilador de techo Molokai. FARO";"21,00";"55,37";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Kit de luz LED ventilador de techo Nova Faro. Ventiladores";"Kit de luz de ventilador de techo Nova Faro. Accesorios de ventiladores de techo. Kit de luz LED para el ventilador de techo Nova de Lorefar.";"faro, nova, luz";"8421776091047";"es";"kit-de-luz-ventilador-faro-nova"
"19713684";"33962";"Barras para alargar ventiladores de techo FARO";"21,00";"15,12";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713685";"33965";"Barras para alargar ventiladores de techo FARO";"21,00";"15,12";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713686";"33960";"Barras para alargar ventiladores de techo FARO";"21,00";"15,12";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339606";"es";"barra-accesorio-para-ventiladores-faro"
"19713687";"33964-CUT";"Barras para alargar ventiladores de techo FARO";"21,00";"10,41";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713688";"33971-CUT";"Barras para alargar ventiladores de techo FARO";"21,00";"10,41";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713689";"33957-CUT";"Barras para alargar ventiladores de techo FARO";"21,00";"10,41";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713690";"33964";"Barras para alargar ventiladores de techo FARO";"21,00";"16,03";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713691";"33971";"Barras para alargar ventiladores de techo FARO";"21,00";"16,03";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713692";"33957";"Barras para alargar ventiladores de techo FARO";"21,00";"16,03";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339576";"es";"barra-accesorio-para-ventiladores-faro"
"19713693";"33959";"Barras para alargar ventiladores de techo FARO";"21,00";"15,12";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339590";"es";"barra-accesorio-para-ventiladores-faro"
"19713694";"33958-CUT";"Barras para alargar ventiladores de techo FARO";"21,00";"10,41";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";;"es";"barra-accesorio-para-ventiladores-faro"
"19713695";"33958";"Barras para alargar ventiladores de techo FARO";"21,00";"16,03";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339583";"es";"barra-accesorio-para-ventiladores-faro"
"19713696";"33904";"Barras para alargar ventiladores de techo FARO";"21,00";"9,09";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339040";"es";"barra-accesorio-para-ventiladores-faro"
"19713697";"33944";"Barras para alargar ventiladores de techo FARO";"21,00";"12,975";"Ventiladores de techo\Accesorios";;;;;;;;;;"FARO";"100";"Barra de ventilador de techo Faro";"Barra de ventiladores de techo Faro. Disponible en blanco, niquel u oro viejo y en 3 tamaños.";"faro, ventilador de techo, barra";"8421776339446";"es";"barra-accesorio-para-ventiladores-faro"
