TemplateType=Offer	Version=2014.0703																																																																																																																																																																																																																																																														
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id																																																																																																																																																																																																																																													
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id																																																																																																																																																																																																																																													
FARO-010405003           	187.67	0	8421776122420	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405003D          	239.47	0	8421776157293	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405101           	187.67	0	8421776122437	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405101D          	239.47	0	8421776157309	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405102           	187.67	0	8421776122444	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405102D          	239.47	0	8421776157316	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405103           	187.67	0	8421776122451	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405103D          	239.47	0	8421776157323	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405201           	187.67	0	8421776122468	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405201D          	239.47	0	8421776157330	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405202           	187.67	0	8421776122475	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405202D          	239.47	0	8421776157347	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405203           	187.67	0	8421776122482	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405203D          	239.47	0	8421776157354	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405301           	192.97	0	8421776122499	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405301D          	244.2	0	8421776157361	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405302           	192.97	0	8421776122505	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405302D          	244.2	0	8421776157378	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405303           	192.97	0	8421776122512	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405303D          	244.2	0	8421776157385	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405401           	192.97	0	8421776122529	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405401D          	244.2	0	8421776157392	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405402           	192.97	0	8421776122536	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405402D          	244.2	0	8421776157408	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405403           	192.97	0	8421776122543	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405403D          	244.2	0	8421776157415	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405501           	192.97	0	8421776122550	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405501D          	244.2	0	8421776157422	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405502           	192.97	0	8421776122567	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405502D          	244.2	0	8421776157439	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405503           	192.97	0	8421776122574	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405503D          	244.2	0	8421776157446	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405601           	192.97	0	8421776122581	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405601D          	244.2	0	8421776157453	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405602           	192.97	0	8421776122598	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405602D          	244.2	0	8421776157460	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405603           	192.97	0	8421776122604	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405603D          	244.2	0	8421776157477	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405701           	192.97	0	8421776122611	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405701D          	244.2	0	8421776157484	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405702           	192.97	0	8421776122628	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405702D          	244.2	0	8421776157491	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405703           	192.97	0	8421776122635	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405703D          	244.2	0	8421776157507	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405801           	192.97	0	8421776122642	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405801D          	244.2	0	8421776157514	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405802           	192.97	0	8421776122659	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405802D          	244.2	0	8421776157521	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405803           	192.97	0	8421776122666	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405803D          	244.2	0	8421776157538	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405901           	196.54	0	8421776122673	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405901D          	248.39	0	8421776157545	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405902           	196.54	0	8421776122680	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405902D          	248.39	0	8421776157552	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405903           	196.54	0	8421776122697	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010405903D          	248.39	0	8421776157569	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406001           	196.54	0	8421776122703	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406001D          	248.39	0	8421776157576	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406002           	196.54	0	8421776122710	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406002D          	248.39	0	8421776157583	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406003           	196.54	0	8421776122727	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406003D          	248.39	0	8421776157590	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406101           	196.54	0	8421776122734	EAN	NEW									3																																																																																																																																																																																																																																																		
FARO-010406101D          	248.39	0	8421776157606	EAN	NEW									3																																																																																																																																																																																																																																																		
