Familia;Referencia;Descripción;Acabado;Fuente de luz; Precio
LUA GRIS CENIZA;3680;Lámpara ;Gris Ceniza;4 x E27 (No Incl.);196,95
LUA GRIS CENIZA;3681;Aplique ;Gris Ceniza;1 x E27 (No Incl.);46,80
LUA GRIS CENIZA;3682;Sobremesa ;Gris Ceniza;1 x E27 (No Incl.);64,35
LUA GRIS CENIZA;3683;Sobremesa ;Gris Ceniza;2 x E27 (No Incl.);97,50
LUA GRIS CENIZA;3684;Lámpara ;Gris Ceniza;3 x E27 (No Incl.);136,50
LUA GRIS CENIZA;3685;Plafón ;Gris Ceniza;3 x E27 (No Incl.);111,15
LUA GRIS CENIZA;3686;Lámpara ;Gris Ceniza;3 x E27 (No Incl.);189,15
LUA GRIS CENIZA;3687;Aplique ;Gris Ceniza;2 x E27 (No Incl.);76,05
LUA GRIS CENIZA;3688;Sobremesa ;Gris Ceniza;1 x E27 (No Incl.);95,55
LUA GRIS CENIZA;3689;Pie De Salón ;Gris Ceniza;2 x E27 (No Incl.);245,70
LUA GRIS CENIZA;3690;Plafón ;Gris Ceniza;2 x E27 (No Incl.);115,05
LUA NÍQUEL SATINADO;3700;Lámpara ;Níquel Satinado;4 x E27 (No Incl.);214,50
LUA NÍQUEL SATINADO;3701;Aplique ;Níquel Satinado;1 x E27 (No Incl.);48,75
LUA NÍQUEL SATINADO;3702;Sobremesa ;Níquel Satinado;1 x E27 (No Incl.);66,30
LUA NÍQUEL SATINADO;3703;Sobremesa ;Níquel Satinado;2 x E27 (No Incl.);105,29
LUA NÍQUEL SATINADO;3704;Lámpara ;Níquel Satinado;3 x E27 (No Incl.);144,30
LUA NÍQUEL SATINADO;3705;Plafón ;Níquel Satinado;3 x E27 (No Incl.);116,99
LUA NÍQUEL SATINADO;3706;Lámpara ;Níquel Satinado;3 x E27 (No Incl.);206,70
LUA NÍQUEL SATINADO;3707;Aplique ;Níquel Satinado;2 x E27 (No Incl.);81,90
LUA NÍQUEL SATINADO;3708;Sobremesa ;Níquel Satinado;1 x E27 (No Incl.);105,29
LUA NÍQUEL SATINADO;3709;Pie De Salón ;Níquel Satinado;2 x E27 (No Incl.);273,00
LUA NÍQUEL SATINADO;3710;Plafón ;Níquel Satinado;2 x E27 (No Incl.);120,90
LUNAS;5760;***DES***Lámpara LED 7  CR.;Blanco;LED 76W - 3000K - 3700 LMS - 220-240V~50/60Hz;434,85
LUNAS;5761;***DES***Lámpara LED   CR.;Blanco;LED 54W - 3000K - 2830 LMS - 220-240V~50/60Hz;329,55
LUNAS;5762;***DES***Lámpara LED 4  CR.;Blanco;LED 43W - 3000K - 2120 LMS - 220-240V~50/60Hz;265,20
LUNAS;5764;***DES***Plafón LED   CR.;Blanco;LED 54W - 3000K - 2830 LMS - 220-240V~50/60Hz;312,00
LUNAS;5766;***DES***Plafón LED ;Blanco;LED 27W - 3000K - 1430 LMS - 100-240V~50/60Hz;156,00
LUNAS;5767;***DES***Plafón-Aplique LED ;Blanco;LED 14W - 3000K - 720 LMS - 100-240V~50/60Hz;83,85
LUNAS;5768;***DES***Lámpara LED 4  CR.;Blanco;LED 43W - 3000K - 2120 LMS - 220-240V~50/60Hz;248,39
MADAGASCAR;6570;Lámpara LED;Blanco Arena;LED 46W - 3000K - 3220 LMS - 220-240V~50/60Hz;259,84
MADAGASCAR;6571;Lámpara LED;Blanco Arena;LED 36W - 3000K - 2520 LMS - 220-240V~50/60Hz;199,73
MADAGASCAR;6572;Lámpara  LED line ;Blanco Arena;LED 33W - 3000K - 2310 LMS - AC220-240V 50/60Hz;153,19
MADAGASCAR;6573;Lámpara LED ;Blanco Arena;LED 24W - 3000K - 1680 LMS - 220-240V~50/60Hz;133,15
MADAGASCAR;6574;Sobremesa LED ;Blanco Arena;LED 9W - 3000K - 630 LMS - 220-240V~50/60Hz;86,61
MADAGASCAR;6575;Pie De Salón LED  - Dimable;Blanco Arena;LED 24W - 3000K - 1680 LMS - 220-240V~50/60Hz;193,27
MALE;5920;***DES***Plafón LED Grande Cuadrado;Cromo-Blanco;LED 40W - 3000K-6500K - 3200 LMS - 220-240V~50/60Hz;368,55
MALE;5921;***DES***Plafón LED  CR. Pequeño Cuadrad;Cromo-Blanco;LED 24W - 3000K-6500K - 1920 LMS - 220-240V~50/60Hz;239,85
MALE;5922;***DES***Plafón LED  CR. Grande Redondo;Cromo-Blanco;LED 40W - 3000K-6500K - 3200 LMS - 220-240V~50/60Hz;343,20
MALE;5923;***DES***Plafón LED Peq. Redondo;Cromo-Blanco;LED 24W - 3000K-6500K - 1920 LMS - 220-240V~50/60Hz;226,20
MANTA;5876;Lámpara LED ;Cromo-Blanco;LED 20W - 3000K - 1600 LMS - 220-240V~50/60Hz;358,80
MAR;6454;Plafón LED Redondo  CR.;Blanco;LED 24W - 3000K-6000K - 950 LMS - AC220-240V 50/60Hz;92,66
MARA CROMO;1640;Lámpara 3 Luces;Cromo;3 x E14 (No Incl.);208,65
MARA CROMO;1641;Lámpara 4 Luces;Cromo;4 x E14 (No Incl.);312,00
MARA CROMO;1642;Lámpara 4 Luces;Cromo;4 x E14 (No Incl.);243,75
MARA CROMO;1644;Lámpara 4 Luces;Cromo;4 x E27 (No Incl.);148,20
MARA CROMO;1645;Semi Plafón 4 Luces;Cromo;4 x E27 (No Incl.);144,30
MARA CROMO;1646;Plafón 4 Luces;Cromo;4 x E27 (No Incl.);126,75
MARA CROMO;1647;Aplique 1 Luz;Cromo;1 x E14 (No Incl.);48,75
MARA CROMO;1648;Aplique 2 Luces;Cromo;2 x E14 (No Incl.);109,20
MARA CROMO;1649;Sobremesa 1 Luz;Cromo;1 x E14 (No Incl.);70,20
MARA CROMO;1650;Sobremesa 1 Luz;Cromo;1 x E14 (No Incl.);97,50
MARA CROMO;1651;Sobremesa 2 Luces;Cromo;2 x E14 (No Incl.);138,45
MARA CROMO;1654;Lámpara 8 Luces;Cromo;8 x E14 (No Incl.);497,25
MARA CUERO;1620;Lámpara 3 Luces;Cuero;3 x E14 (No Incl.);216,44
MARA CUERO;1621;Lámpara 5 Luces;Cuero;5 x E14 (No Incl.);323,70
MARA CUERO;1622;Lámpara 4 Luces;Cuero;4 x E14 (No Incl.);253,50
MARA CUERO;1624;Lámpara 4 Luces;Cuero;4 x E27 (No Incl.);154,05
MARA CUERO;1625;Plafón 4 Luces;Cuero;4 x E27 (No Incl.);152,10
MARA CUERO;1626;Plafón 4 Luces;Cuero;4 x E27 (No Incl.);130,66
MARA CUERO;1627;Aplique 1 Luz;Cuero;1 x E14 (No Incl.);50,70
MARA CUERO;1628;Aplique 2 Luces;Cuero;2 x E14 (No Incl.);111,15
MARA CUERO;1629;Sobremesa 1 Luz;Cuero;1 x E14 (No Incl.);72,15
MARA CUERO;1630;Sobremesa 1 Luz;Cuero;1 x E14 (No Incl.);105,29
MARA CUERO;1631;Sobremesa 2 Luces;Cuero;2 x E14 (No Incl.);144,30
MARA CUERO;1634;Lámpara 8 Luces;Cuero;8 x E14 (No Incl.);516,75
MAREMAGNUM CROMO;3940;***DES***Plafón 8 Luces;Cromo;8 x G9 ;232,05
MAREMAGNUM CROMO;3941;***DES***Plafón 6 Luces;Cromo;6 x G9 ;202,80
MAREMAGNUM CROMO;3942;***DES***Lámpara 6 Luces;Cromo;6 x G9 ;267,15
MAREMAGNUM CROMO;3944;***DES***Plafón 3 Luces;Cromo;3 x G9 ;111,15
MAREMAGNUM CROMO;3945;***DES***Plafón 1 Luz;Cromo;1 x G9 ;29,25
MAREMAGNUM CROMO;3947;***DES***Aplique 2 Luces;Cromo;2 x G9 ;58,50
MAREMAGNUM CROMO;3949;***DES***Sobremesa 1 Luz;Cromo;1 x G9 ;52,65
MAREMAGNUM CUERO;4070;***DES***Plafón 8 Luces;Cuero;8 x G9 ;241,80
MAREMAGNUM CUERO;4071;***DES***Plafón 6 Luces;Cuero;6 x G9 ;208,65
MAREMAGNUM CUERO;4073;***DES***Plafón 4 Luces;Cuero;4 x G9 ;157,95
MAREMAGNUM CUERO;4074;***DES***Plafón 3 Luces;Cuero;3 x G9 ;115,05
MAREMAGNUM CUERO;4075;***DES***Plafón 1 Luz;Cuero;1 x G9 ;31,20
MAREMAGNUM CUERO;4078;***DES***Aplique 1 Luz;Cuero;1 x G9 ;40,95
MAREMAGNUM CUERO;4079;***DES***Sobremesa 1 Luz;Cuero;1 x G9 ;56,55
MAYA;6550;Sobremuro Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);83,20
MAYA;6551;Aplique Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);88,80
MAYA;6552;Aplique Largo Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);108,70
MAYA;6553;Plafon Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);90,30
MAYA;6554;Plafon Largo Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);110,60
MAYA;6555;Colgante Exterior IP54  ;Gris Oscuro;1 x E27 (No Incl.);94,70
MEDANO;6395;Empotrable LED ;Blanco;LED 21W - 3000K - 1900 LMS - 220-240V~50/60Hz;33,00
MEDANO;6396;Empotrable LED ;Blanco;LED 21W - 4000K - 2100 LMS - 220-240V~50/60Hz;33,00
MEDANO;6398;Empotrable LED ;Blanco;LED 12W - 3000K - 1100 LMS - 220-240V~50/60Hz;23,40
MEDANO;6399;Empotrable LED ;Blanco;LED 12W - 4000K - 1200 LMS - 220-240V~50/60Hz;23,40
MEDITERRANEO;3620;Lámpara ;Cromo;4 x E27 (No Incl.);254,16
MEDITERRANEO;3621;Lámpara ;Cromo;2 x E27 (No Incl.);133,62
MEDITERRANEO;3622;Lámpara ;Cromo;2 x G9 (No Incl.);62,45
MEDITERRANEO;3623;Plafón ;Blanco Epoxi;4 x E27 (No Incl.);236,01
MEDITERRANEO;3624;Plafón ;Blanco Epoxi;2 x E27 (No Incl.);113,28
MEDITERRANEO;3625;Plafón ;Blanco Epoxi;2 x G9 (No Incl.);53,74
MEDITERRANEO;3626;Sobremesa ;Cromo;2 x E27 (No Incl.);161,94
MEDITERRANEO;3627;Sobremesa ;Cromo;2 x G9 (No Incl.);90,77
MEDITERRANEO;3628;Pie De Salón ;Cromo;2 x E27 (No Incl.);251,26
MERIBEL;6490;Sobremuro exterior;Grafito;1 x E27 (No Incl.);103,20
MERIBEL;6492;Aplique exterior;Grafito;2 x E27 (No Incl.);103,00
MERIBEL;6493;Aplique exterior;Grafito;2 x E27 (No Incl.);73,20
MERIBEL;6494;Aplique exterior ;Grafito;1 x E27 (No Incl.);55,90
MERIBEL;6495;Aplique exterior ;Grafito;1 x E27 (No Incl.);81,60
MERIBEL;7085;Sobremuro Exterior SOLAR IP54;Grafito;LED 3.5W - 3000K - 300 LMS - DC 3.7V;120,06
MERIBEL;7086;Aplique exterior solar LED IP54;Grafito;LED 2.2W - 3000K - 188 LMS - DC 3.7V;111,48
MERIBEL;7087;Aplique exterior LED CCT+CAMERA  IP54;Grafito;LED 9W - 2700K-6000K - 530 LMS - 220-240V~50/60Hz;261,54
METACRILATO;C0083;Empotrable LED  IP54;Blanco Mate;LED 7W - 3000K - 490 LMS - 220-240V~50/60Hz;29,70
METACRILATO;C0084;Empotrable LED  IP54;Blanco Mate;LED 7W - 4000K - 520 LMS - 220-240V~50/60Hz;29,70
MIKONOS;6460;Plafón LED ;Cromo + Acrilico;LED 18W - 4000K - 1300 LMS - 100-250V~50/60Hz;93,90
MINI;5480;Aplique  IP44;Blanco Mate;2 x G9 (No Incl.);42,00
MINI;5481;Aplique  IP44;Blanco Mate;2 x G9 (No Incl.);42,70
MINI;5482;Aplique  IP44;Plata;2 x G9 (No Incl.);42,00
MINI;5483;Aplique  IP44;Plata;2 x G9 (No Incl.);42,70
MINI;6160;Plafón 60*60;Blanco;8 x E27 (No Incl.);158,87
MINI;6162;Plafón 45*45;Blanco;5 x E27 (No Incl.);114,97
MINI;6163;Plafón 45*45;Plata;5 x E27 (No Incl.);114,97
MINI;6164;Plafón D.70;Blanco;8 x E27 (No Incl.);180,91
MINI;6166;Plafón D.60;Blanco;8 x E27 (No Incl.);152,99
MINI;6168;Plafón D.50;Blanco;5 x E27 (No Incl.);116,86
MINI;6169;Plafón D.50;Plata;5 x E27 (No Incl.);116,86
MOCA;6785;Plafón LED  ;Blanco+Moca;LED 30W - 4000K - 1900 LMS - 220-240V~50/60Hz;106,86
MOCA;6787;Plafón LED  ;Blanco+Moca;LED 40W - 4000K - 2400 LMS - 220-240V~50/60Hz;151,58
MURAL;6230;Aplique LED ;Blanco;LED 24W - 3000K - 1440 LMS - 100-250V~50/60Hz;85,42
MURAL;6231;Aplique LED ;Blanco;LED 24W - 3000K - 1440 LMS - 100-250V~50/60Hz;85,42
MURAL;6560;Plafón LED ;Blanco mate;LED 48W - 3000K - 3840 LMS - 220-240V~50/60Hz;190,50
MURAL;6561;Plafón LED  Dimable;Blanco mate;LED 48W - 3000K - 3840 LMS - 220-240V~50/60Hz;215,10
MURAL;6562;Sobremesa LED ;Blanco Mate;LED 18W - 3000K - 1380 LMS - AC 220-240V 50/60Hz;115,00
MURAL;6563;Pie De Salón LED Dimable;Blanco Mate;LED 48W - 3000K - 3800 LMS - AC 220-240V 50/60Hz;301,10
MURAL;6564;Plafón/Aplique LED;Blanco mate;LED 48W - 3000K - 3600 LMS - AC220-240V 50/60Hz;221,30
MURAL;6565;Plafón/Aplique LED Dimable;Blanco mate;LED 48W - 3000K - 3600 LMS - AC220-240V 50-60Hz;248,90
NATALIA;5655;***DES***Pie De Salón LED ;Negro;LED 6W -  - 540 LMS - 100-240V~50/60Hz;97,48
NATALIA;5656;***DES***Pie De Salón LED ;Blanco;LED 6W -  - 540 LMS - 100-240V~50/60Hz;97,48
NATALIA;5657;***DES***Pie De Salón LED ;Plata;LED 6W -  - 540 LMS - 100-240V~50/60Hz;97,48
NAXOS;6450;Plafón LED Redondo CR.Peq.;Blanco;LED 24W - 3000K-6000K - 1550 LMS - 220-240V~50/60Hz;85,50
NAXOS;6451;Plafón LED Redondo CR. Gr.;Blanco;LED 40W - 3000K-6000K - 2109 LMS - 220-240V~50/60Hz;91,94
NIDO;5900;***DES***Lámpara LED;Cromo;LED 60+20W - 3000K - 6560 LMS - 100-240V~50/60Hz;1164,15
NIDO;5901;***DES***Lámpara LED ;Cromo;LED 42+20W - 3000K - 5080 LMS - 100-240V~50/60Hz;848,25
NIDO;5902;***DES***Lámpara LED ;Cromo;LED 30+20W - 3000K - 4000 LMS - 100-240V~50/60Hz;581,10
NIDO;5903;***DES***Lámpara LED ;Cromo;LED 24+10W - 3000K - 2800 LMS - 100-240V~50/60Hz;393,90
NIDO;5905;***DES***Aplique LED ;Cromo;LED 6W - 3000K - 500 LMS - 100-240V~50/60Hz;99,45
NINETTE CROMO P. BLANCA;1900;Lámpara ;Cromo;6 x E14 (No Incl.);222,30
NINETTE CROMO P. BLANCA;1901;Lámpara ;Cromo;4 x E14 (No Incl.);202,80
NINETTE CROMO P. BLANCA;1902;Lámpara ;Cromo;4 x E27 (No Incl.);161,85
NINETTE CROMO P. BLANCA;1903;Aplique ;Cromo;2 x E14 (No Incl.);76,05
NINETTE CROMO P. BLANCA;1904;Aplique ;Cromo;1 x E14 (No Incl.);52,65
NINETTE CROMO P. BLANCA;1905;Sobremesa ;Cromo;1 x E14 (No Incl.);72,15
NINETTE CROMO P. BLANCA;1906;Sobremesa ;Cromo;2 x E14 (No Incl.);111,15
NINETTE CROMO P. BLANCA;1907;Pie De Salón ;Cromo;4 x E27 (No Incl.);315,89
NINETTE CROMO P. BLANCA;1908;Semi Plafón ;Cromo;4 x E27 (No Incl.);159,90
NINETTE CROMO P. BLANCA;1909;Plafón ;Cromo;4 x E27 (No Incl.);124,80
NINETTE CROMO P. NEGRA;1910;***DES***Lámpara ;Cromo;6 x E14 (No Incl.);222,30
NINETTE CROMO P. NEGRA;1911;***DES***Lámpara ;Cromo;4 x E14 (No Incl.);202,80
NINETTE CROMO P. NEGRA;1914;***DES***Aplique ;Cromo;1 x E14 (No Incl.);52,65
NINETTE CROMO P. NEGRA;1916;***DES***Sobremesa ;Cromo;2 x E14 (No Incl.);111,15
NINETTE CROMO P. NEGRA;1918;***DES***Semi Plafón ;Cromo;4 x E27 (No Incl.);159,90
NINETTE CROMO P. NEGRA;1919;***DES***Plafón ;Cromo;4 x E27 (No Incl.);124,80
NINETTE CUERO P. BLANCA;1920;Lámpara ;Cuero;6 x E14 (No Incl.);232,05
NINETTE CUERO P. BLANCA;1921;Lámpara ;Cuero;4 x E14 (No Incl.);210,60
NINETTE CUERO P. BLANCA;1922;Lámpara ;Cuero;4 x E27 (No Incl.);165,75
NINETTE CUERO P. BLANCA;1923;Aplique ;Cuero;2 x E14 (No Incl.);81,90
NINETTE CUERO P. BLANCA;1924;Aplique ;Cuero;1 x E14 (No Incl.);56,56
NINETTE CUERO P. BLANCA;1925;Sobremesa ;Cuero;1 x E14 (No Incl.);76,05
NINETTE CUERO P. BLANCA;1926;Sobremesa ;Cuero;2 x E14 (No Incl.);115,05
NINETTE CUERO P. BLANCA;1927;Pie De Salón ;Cuero;4 x E27 (No Incl.);329,56
NINETTE CUERO P. BLANCA;1928;Semi Plafón ;Cuero;4 x E27 (No Incl.);163,80
NINETTE CUERO P. BLANCA;1929;Plafón ;Cuero;4 x E27 (No Incl.);128,70
NINETTE CUERO P. BLANCA;1937;Sobremesa ;Cuero;1 x E27 (No Incl.);115,05
NISEKO;5795;Lámpara LED  Dimable;Blanco;LED 60W - 3000K - 4200 LMS - 220-240V~50/60Hz;415,34
NISEKO;5796;Lámpara LED  Dimable;Blanco;LED 50W - 3000K - 3500 LMS - 220-240V~50/60Hz;280,80
NISEKO;5797;Lámpara LED  Dimable;Blanco;LED 30W - 3000K - 2100 LMS - 220-240V~50/60Hz;152,10
NORDICA BLANCO;4920;Pie De Salón ;Blanco/ Madera;1 x E27 (No Incl.);183,72
NORDICA BLANCO;4922;Sobremesa ;Blanco/ Madera;1 x E27 (No Incl.);145,57
NORDICA BLANCO;4924;Aplique ;Blanco/ Madera;1 x E27 (No Incl.);48,05
NORDICA BLANCO;4926;Lámpara ;Blanco/ Madera;1 x E27 (No Incl.);53,00
NORDICA BLANCO;4928;Lámpara ;Blanco/ Madera;1 x E27 (No Incl.);89,74
NORDICA BLANCO;4930;Lámpara ;Blanco/ Madera;2 x E27 (No Incl.);120,13
NORDICA BLANCO;5035;Pantalla Blanca Redonda Luces;Blanco;;40,28
NORDICA BLANCO PLAFON;4960E;Plafón 2 Luces;Pantalla Blanca;2 x E27 (No Incl.);46,70
NORDICA BLANCO PLAFON;4961E;Plafón 3 Luces;Pantalla Blanca;3 x E27 (No Incl.);72,88
NORDICA BLANCO PLAFON;4962E;Plafón 5 Luces;Pantalla Blanca;5 x E27 (No Incl.);123,82
NORDICA BLANCO PLAFON;4963E;Plafón 9 Luces;Pantalla Blanca;9 x E27 (No Incl.);233,50
NORDICA II;5460;Lámpara ;Blanco/ Madera;5 x E27 (No Incl.);195,03
NORDICA II;5461;Lámpara ;Blanco/ Madera;3 x E27 (No Incl.);135,67
NORDICA II;5462;Aplique  & USB Output;Blanco/ Madera;1 x E27 (No Incl.);101,75
NORDICA II;5463;Aplique LED  & USB Output;Blanco/ Madera;LED 3W - 3000K - 180 LMS - 220-240V~50/60Hz;89,04
NORDICA II;5464;Sobremesa  & USB Output;Blanco/ Madera;1 x E27 (No Incl.);105,99
NORDICA II;5465;Pie De Salón  & USB Output;Blanco/ Madera;1 x E27 (No Incl.);185,84
NORDICA II;5466;Aplique ;Blanco/ Madera;1 x E27 (No Incl.);72,78
NORDICA NEGRA;4921;Pie De Salón ;Negro / Madera;1 x E27 (No Incl.);183,72
NORDICA NEGRA;4923;Sobremesa ;Negro / Madera;1 x E27 (No Incl.);145,57
NORDICA NEGRA;4925;Aplique ;Negro / Madera;1 x E27 (No Incl.);48,05
NORDICA NEGRA;4927;Lámpara ;Negro / Madera;1 x E27 (No Incl.);53,00
NORDICA NEGRA;4929;Lámpara ;Negro / Madera;1 x E27 (No Incl.);89,74
NORDICA NEGRA;4931;Lámpara ;Negro / Madera;2 x E27 (No Incl.);120,13
NORDICA NEGRA;4968;Pie Salon (Solo Cuerpo);Negra;1 x E27 (No Incl.);249,44
NORDICA NEGRA;5031;Kit colgante ;Cromo;;38,86
NORDICA NEGRA;5032;Kit colgante ;Cromo;;43,81
NORDICA NEGRA;5033;Kit colgante ;Cromo;;68,54
NORDICA NEGRA;5034;Pantalla Negra Redonda;Negra;;40,28
NORDICA NEGRA PLAFON;4964E;Plafón 2 Luces;Pantalla Negra;2 x E27 (No Incl.);46,70
NORDICA NEGRA PLAFON;4965E;Plafón 3 Luces;Pantalla Negra;3 x E27 (No Incl.);72,88
NORDICA NEGRA PLAFON;4966E;Plafón 5 Luces;Pantalla Negra;5 x E27 (No Incl.);123,82
NORDICA NEGRA PLAFON;4967E;Plafón 9 Luces;Pantalla Negra;9 x E27 (No Incl.);233,50
NUBOLE;6274;***DES***Lámpara ;Blanco;1 x E27 (No Incl.);119,07
NUR BLANCO;6000;Lámpara LED Dimable;Blanco;LED 40W - 2800K - 3200 LMS - AC220-240V 50/60Hz;215,97
NUR BLANCO;6000K;Lámpara LED ;Blanco;LED 40W - 4000K - 3200 LMS - 100-240V~50/60Hz;202,47
NUR BLANCO;6001;Lámpara LED Dimable;Blanco;LED 50W - 2800K - 4000 LMS - AC220-240V 50/60Hz;263,21
NUR BLANCO;6001K;Lámpara LED ;Blanco;LED 50W - 4000K - 4000 LMS - AC100-240V 50/60Hz;242,96
NUR BLANCO;6002;Lámpara LED  Dimable;Blanco;LED 30W - 2800K - 2400 LMS - 220-240V~50/60Hz;215,97
NUR BLANCO;6002K;Lámpara LED ;Blanco;LED 30W - 4000K - 2400 LMS - 100-240V~50/60Hz;202,47
NUR BLANCO;6003;Lámpara LED Dimable;Blanco;LED 40W - 2800K - 3200 LMS - AC220-240V 50/60Hz;236,20
NUR BLANCO;6003K;Lámpara LED ;Blanco;LED 40W - 4000K - 3200 LMS - 100-240V~50/60Hz;226,77
NUR BLANCO;6004;Plafón LED Dimable;Blanco;LED 34W - 2800K - 2600 LMS - 220-240V~50/60Hz;236,20
NUR BLANCO;6004K;Plafón LED ;Blanco;LED 34W - 4000K - 2600 LMS - 100-240V~50/60Hz;222,72
NUR BLANCO;6005;Aplique LED Touch Dimmer;Blanco;LED 10W - 2800K - 850 LMS - AC120-240V 50/60Hz;107,98
NUR BLANCO;6005K;Aplique LED ;Blanco;LED 10W - 4000K - 850 LMS - 220-240V~50/60Hz;91,11
NUR BLANCO;6006;Plafón LED Dimable;Blanco;LED 50W - 2800K - 3900 LMS - AC220-240V 50/60Hz;307,09
NUR BLANCO;6006K;Plafón LED  Dimable;Blanco;LED 50W - 4000K - 3900 LMS - 100-240V~50/60Hz;307,09
NUR BLANCO;6007;Plafón LED Dimable;Blanco;LED 80W - 2800K - 6200 LMS - 220-240V~50/60Hz;492,68
NUR BLANCO;6007K;Plafón LED Dimable;Blanco;LED 80W - 4000K - 6200 LMS - 220-240V~50/60Hz;506,17
NUR BLANCO;6008;Sobremesa ;Blanco;LED 15W - 2800K - 1200 LMS - 220-240V~50/60Hz;95,84
NUR BLANCO;6008K;Sobremesa LED ;Blanco;LED 15W - 4000K - 1200 LMS - 220-240V~50/60Hz;95,84
NUR BLANCO;6009;Pie De Salón LED Dimable;Blanco;LED 20W - 2800K - 1800 LMS - 220-240V~50/60Hz;249,71
NUR BLANCO;6009K;Pie De Salón LED Dimable;Blanco;LED 20W - 4000K - 1800 LMS - 220-240V~50/60Hz;249,71
NUR BLANCO;6010;Pie De Salón LED Dimable;Blanco;LED 20W - 2800K - 1800 LMS - AC220-240V 50/60Hz;276,71
NUR BLANCO;6010K;Pie De Salón LED Dimable;Blanco;LED 20W - 4000K - 1800 LMS - 220-240V~50/60Hz;276,71
NUR FORJA;5360;Lámpara LED ;Forja;LED 40W - 2800K - 3200 LMS - AC100-240V 50/60Hz;201,02
NUR FORJA;5361;Lámpara LED ;Forja;LED 50W - 2800K - 4000 LMS - 100-240V~50/60Hz;242,96
NUR FORJA;5362;Lámpara LED ;Forja;LED 30W - 2800K - 2400 LMS - 100-240V~50/60Hz;202,47
NUR FORJA;5363;Pie De Salón LED Dimable;Forja;LED 20W - 2800K - 1800 LMS - 220-240V~50/60Hz;249,71
NUR FORJA;5364;Plafón LED ;Forja;LED 34W - 2800K - 2600 LMS - 100-240V~50/60Hz;207,30
NUR FORJA;5365;Aplique LED ;Forja;LED 10W - 2800K - 850 LMS - 220-240V~50/60Hz;84,80
NUR FORJA;5366;Sobremesa ;Forja;LED 15W - 2800K - 1200 LMS - 220-240V~50/60Hz;95,84
NUR FORJA;5707;Lámpara LED Dimable;Forja;LED 40W - 2800K - 3200 LMS - AC220-240V 50/60Hz;236,20
NUR FORJA;5805;Pie De Salón LED Dimable;Forja;LED 20W - 2800K - 1800 LMS - AC220-240V 50/60Hz;276,71
NUR FORJA;5806;Plafón LED ;Forja;LED 50W - 2800K - 3900 LMS - 100-240V~50/60Hz;290,21
NUR FORJA;5807;Plafón LED ;Forja;LED 80W - 2800K - 6200 LMS - 100-240V~50/60Hz;448,81
NUR FORJA;5825;Lámpara LED ;Forja;LED 40W - 2800K - 3200 LMS - AC100-240V 50/60Hz;226,77
NUR FORJA;5826;Lámpara LED Dimable;Forja;LED 40W - 2800K - 3200 LMS - AC220-240V 50/60Hz;202,47
NUR FORJA;5827;Lámpara LED Dimable;Forja;LED 50W - 2800K - 4000 LMS - 220-240V~50/60Hz;263,21
NUR FORJA;5828;Plafón LED Dimable;Forja;LED 34W - 2800K - 2600 LMS - 220-240V~50/60Hz;236,20
NUR FORJA;5829;Lámpara LED  Dimable;Forja;LED 30W - 2800K - 2400 LMS - AC220-240V 50/60Hz;215,97
NUR FORJA;5830;Aplique LED Touch Dimmer;Forja;LED 10W - 2800K - 850 LMS - AC120-240V 50/60Hz;107,98
NUR FORJA;5831;Plafón LED Dimable;Forja;LED 50W - 2800K - 3900 LMS - AC220-240V 50/60Hz;307,09
NUR FORJA;5832;Plafón LED Dimable;Forja;LED 80W - 2800K - 6200 LMS - 220-240V~50/60Hz;492,68
NUR LINE;6600;Lámpara LED Double ;Cromo / Blanco;LED 50W - 3000K - 3750 LMS - 220-240V~50/60Hz;385,88
NUR LINE;6601;Plafón LED;Cromo / Blanco;LED 40W - 3000K - 3000 LMS - 220-240V~50/60Hz;319,99
NUR LINE;6602;Plafón XL LED ;Cromo / Blanco;LED 50W - 3000K - 3750 LMS - 220-240V~50/60Hz;468,23
NUR LINE;6603;Aplique LED;Cromo / Blanco;LED 12W - 3000K - 900 LMS - 220-240V~50/60Hz;110,12
NUR LINE;6604;Sobremesa LED;Cromo / Blanco;LED 12W - 3000K - 900 LMS - 100-240V~50/60Hz;131,76
NUR LINE;6605;Pie De Salón LED;Cromo / Blanco;LED 20W - 3000K - 1500 LMS - 220-240V~50/60Hz;371,76
NUR PLATA CROMO;4980;Lámpara LED ;Plata Cromo;LED 40W - 3000K - 3200 LMS - AC100-240V 50/60Hz;188,45
NUR PLATA CROMO;4981;Lámpara LED ;Plata Cromo;LED 50W - 3000K - 4000 LMS - AC100-240V 50/60Hz;226,14
NUR PLATA CROMO;4982;Lámpara LED ;Plata Cromo;LED 30W - 3000K - 2400 LMS - AC100-240V 50/60Hz;202,47
NUR PLATA CROMO;4983;Pie De Salón LED Dimable;Plata Cromo;LED 20W - 3000K - 1800 LMS - 220-240V~50/60Hz;249,71
NUR PLATA CROMO;4984;Plafón LED ;Plata Cromo;LED 34W - 3000K - 2600 LMS - 100-240V~50/60Hz;228,44
