TemplateType=Offer	Version=2014.0703																	
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
057M-5897	380,25	41	8,43515E+12	EAN	NEW									3					
057M-5881	234,00	43	8,43515E+12	EAN	NEW									3					
057M-6037	371,19	44	8,43515E+12	EAN	NEW									3					
057M-6801	292,70	45	8,43515E+12	EAN	NEW									3					
057M-5443	130,32	47	8,43515E+12	EAN	NEW									3					
057M-6488	84,80	129	8,43515E+12	EAN	NEW									3					
057M-6364	42.79	12	8,43515E+12	EAN	NEW									3					
057M-5931	115.05	34	8,43515E+12	EAN	NEW									3					
057M-4950	112,34	45	8,43515E+12	EAN	NEW									3					
057M-5741	497,25	38	8,43515E+12	EAN	NEW									3					
057M-6427	62,24	0	8,43515E+12	EAN	NEW									3					
057M-6535	41,30	894	8,43515E+12	EAN	NEW									3					
057M-5727	264,55	45	8,43515E+12	EAN	NEW									3					
057M-4075	31,20	40	8,43515E+12	EAN	NEW									3					
057M-6726	154,82	46	8,43515E+12	EAN	NEW									3					
057M-6163	114,97	54	8,43515E+12	EAN	NEW									3					
057M-6093	84,70	333	8,43515E+12	EAN	NEW									3					
057M-5090	58,00	157	8,43515E+12	EAN	NEW									3					
057M-5905	99,45	50	8,43515E+12	EAN	NEW									3					
057M-5622	35,80	142	8,43515E+12	EAN	NEW									3					
057M-6483	47,20	241	8,43515E+12	EAN	NEW									3					
057M-0786	50,70	8	8,43515E+12	EAN	NEW									3					
057M-C0125	127,80	0	8,43515E+12	EAN	NEW									3					
057M-6274	119,07	51	8,43515E+12	EAN	NEW									3					
057M-6616	285,41	48	8,43515E+12	EAN	NEW									3					
057M-6574	86,61	42	8,43515E+12	EAN	NEW									3					
057M-6728	157,17	32	8,43515E+12	EAN	NEW									3					
057M-4925	48,05	62	8,43515E+12	EAN	NEW									3					
057M-6608	345,41	43	8,43515E+12	EAN	NEW									3					
057M-6169	116,86	55	8,43515E+12	EAN	NEW									3					
057M-6256	327,74	51	8,43515E+12	EAN	NEW									3					
057M-6264	121,03	14	8,43515E+12	EAN	NEW									3					
057M-6172	224,71	51	8,43515E+12	EAN	NEW									3					
057M-6798	150,59	53	8,43515E+12	EAN	NEW									3					
057M-5464	105,99	77	8,43515E+12	EAN	NEW									3					
057M-6125	335,64	51	8,43515E+12	EAN	NEW									3					
057M-5994K	117,43	49	8,43515E+12	EAN	NEW									3					
057M-1397	71,40	93	8,43515E+12	EAN	NEW									3					
057M-6215	97,80	98	8,43515E+12	EAN	NEW									3					
057M-4578	425.1	53	8,43515E+12	EAN	NEW									3					
057M-6682	224,46	54	8,43515E+12	EAN	NEW									3					
057M-5712	37,20	38	8,43515E+12	EAN	NEW									3					
057M-5908	60,45	54	8,43515E+12	EAN	NEW									3					
057M-5144	131,64	42	8,43515E+12	EAN	NEW									3					
057M-5880	175,50	55	8,43515E+12	EAN	NEW									3					
057M-6031	262,55	29	8,43515E+12	EAN	NEW									3					
057M-5982	265,20	54	8,43515E+12	EAN	NEW									3					
057M-6721	401,88	50	8,43515E+12	EAN	NEW									3					
057M-6753	107,80	305	8,43515E+12	EAN	NEW									3					
057M-3851	339,30	74	8,43515E+12	EAN	NEW									3					
057M-5160	58,56	0	8,43515E+12	EAN	NEW									3					
057M-6563	301,10	65	8,43515E+12	EAN	NEW									3					
057M-6049	35,90	343	8,43515E+12	EAN	NEW									3					
057M-5491	74,46	1	8,43515E+12	EAN	NEW									3					
057M-5003	448,81	51	8,43515E+12	EAN	NEW									3					
057M-5232	115,00	41	8,43515E+12	EAN	NEW									3					
057M-C0114	68,40	231	8,43515E+12	EAN	NEW									3					
057M-6187	46,62	35	8,43515E+12	EAN	NEW									3					
057M-6272	53,04	55	8,43515E+12	EAN	NEW									3					
057M-5522	169.73	56	8,43515E+12	EAN	NEW									3					
057M-6644	35,72	0	8,43515E+12	EAN	NEW									3					
057M-5236	37,10	59	8,43515E+12	EAN	NEW									3					
057M-6151	218,20	124	8,43515E+12	EAN	NEW									3					
057M-4922	145,57	51	8,43515E+12	EAN	NEW									3					
057M-6651	186,16	48	8,43515E+12	EAN	NEW									3					
057M-3881	83,85	45	8,43515E+12	EAN	NEW									3					
057M-4993	110,01	48	8,43515E+12	EAN	NEW									3					
057M-3868	81,68	105	8,43515E+12	EAN	NEW									3					
057M-5920	368,55	59	8,43515E+12	EAN	NEW									3					
057M-6250	320,95	58	8,43515E+12	EAN	NEW									3					
057M-6793	359,05	58	8,43515E+12	EAN	NEW									3					
057M-6751	107,80	289	8,43515E+12	EAN	NEW									3					
057M-5533	58,43	108	8,43515E+12	EAN	NEW									3					
057M-5161	194,69	55	8,43515E+12	EAN	NEW									3					
057M-6035	202,47	57	8,43515E+12	EAN	NEW									3					
057M-5898	72,15	49	8,43515E+12	EAN	NEW									3					
057M-5103	95,55	47	8,43515E+12	EAN	NEW									3					
057M-6153	177,00	54	8,43515E+12	EAN	NEW									3					
057M-4986	89,20	125	8,43515E+12	EAN	NEW									3					
057M-C0043	36,40	460	8,43515E+12	EAN	NEW									3					
057M-5521	113,02	59	8,43515E+12	EAN	NEW									3					
057M-5766	156,00	60	8,43515E+12	EAN	NEW									3					
057M-3538	35,10	34	8,43515E+12	EAN	NEW									3					
057M-5847	35.73	54	8,43515E+12	EAN	NEW									3					
057M-6750	102,30	473	8,43515E+12	EAN	NEW									3					
057M-4823	89,70	61	8,43515E+12	EAN	NEW									3					
057M-6135	132,56	56	8,43515E+12	EAN	NEW									3					
057M-6561	215,10	94	8,43515E+12	EAN	NEW									3					
057M-6050	45,00	269	8,43515E+12	EAN	NEW									3					
057M-5632	43,90	337	8,43515E+12	EAN	NEW									3					
057M-6596	116,00	61	8,43515E+12	EAN	NEW									3					
057M-5992	213,27	69	8,43515E+12	EAN	NEW									3					
057M-4640	128,70	59	8,43515E+12	EAN	NEW									3					
057M-C0142	43,30	343	8,43515E+12	EAN	NEW									3					
057M-4960E	46,70	52	8,43515E+12	EAN	NEW									3					
057M-0963	48,75	17	8,43515E+12	EAN	NEW									3					
057M-5895	450,45	64	8,43515E+12	EAN	NEW									3					
057M-4942	324,17	67	8,43515E+12	EAN	NEW									3					
057M-5870	265,20	64	8,43515E+12	EAN	NEW									3					
057M-6655	74,33	67	8,43515E+12	EAN	NEW									3					
057M-C0105	54,20	51	8,43515E+12	EAN	NEW									3					
057M-6120	254,32	48	8,43515E+12	EAN	NEW									3					
057M-6615	522,34	65	8,43515E+12	EAN	NEW									3					
057M-5513	177,00	68	8,43515E+12	EAN	NEW									3					
057M-6681	317,46	61	8,43515E+12	EAN	NEW									3					
057M-C0126	127,80	27	8,43515E+12	EAN	NEW									3					
057M-5364	207,30	82	8,43515E+12	EAN	NEW									3					
057M-6051	45,00	300	8,43515E+12	EAN	NEW									3					
057M-6729	100,47	63	8,43515E+12	EAN	NEW									3					
057M-6656	114,41	72	8,43515E+12	EAN	NEW									3					
057M-5719	79,40	71	8,43515E+12	EAN	NEW									3					
057M-6826	103,80	20	8,43515E+12	EAN	NEW									3					
057M-4928	89,74	30	8,43515E+12	EAN	NEW									3					
057M-5238	14,20	22	8,43515E+12	EAN	NEW									3					
057M-C0071	26,46	840	8,43515E+12	EAN	NEW									3					
057M-6284	22,79	1.399	8,43515E+12	EAN	NEW									3					
057M-6731	263,52	74	8,43515E+12	EAN	NEW									3					
057M-5171	8,40	60	8,43515E+12	EAN	NEW									3					
057M-6723	323,29	67	8,43515E+12	EAN	NEW									3					
057M-6460	93,90	33	8,43515E+12	EAN	NEW									3					
057M-1326	49,00	132	8,43515E+12	EAN	NEW									3					
057M-6787	151,58	75	8,43515E+12	EAN	NEW									3					
057M-5517	30,60	71	8,43515E+12	EAN	NEW									3					
057M-3687	76,05	89	8,43515E+12	EAN	NEW									3					
057M-6650	206,84	76	8,43515E+12	EAN	NEW									3					
057M-6242	58,42	54	8,43515E+12	EAN	NEW									3					
057M-6383	64,60	0	8,43515E+12	EAN	NEW									3					
057M-6680	371,10	78	8,43515E+12	EAN	NEW									3					
057M-5974	60,06	107	8,43515E+12	EAN	NEW									3					
057M-5787	117,94	78	8,43515E+12	EAN	NEW									3					
057M-6410	120,27	77	8,43515E+12	EAN	NEW									3					
057M-6727	105,65	79	8,43515E+12	EAN	NEW									3					
057M-6607	457,87	80	8,43515E+12	EAN	NEW									3					
057M-6785	106,86	71	8,43515E+12	EAN	NEW									3					
057M-5046	70,78	83	8,43515E+12	EAN	NEW									3					
057M-6825	103,80	54	8,43515E+12	EAN	NEW									3					
057M-5946	74,48	868	8,43515E+12	EAN	NEW									3					
057M-5670	35,37	51	8,43515E+12	EAN	NEW									3					
057M-6373	66,67	83	8,43515E+12	EAN	NEW									3					
057M-5237	14,20	0	8,43515E+12	EAN	NEW									3					
057M-1394	107,90	88	8,43515E+12	EAN	NEW									3					
057M-6601	319,99	76	8,43515E+12	EAN	NEW									3					
057M-5657	97,48	85	8,43515E+12	EAN	NEW									3					
057M-4924	48,05	42	8,43515E+12	EAN	NEW									3					
057M-6164	180,91	80	8,43515E+12	EAN	NEW									3					
057M-6255	259,62	87	8,43515E+12	EAN	NEW									3					
057M-6605	371,76	90	8,43515E+12	EAN	NEW									3					
057M-5503	194,80	79	8,43515E+12	EAN	NEW									3					
057M-5233	83,00	66	8,43515E+12	EAN	NEW									3					
057M-6210	65,00	92	8,43515E+12	EAN	NEW									3					
057M-6262	141,36	85	8,43515E+12	EAN	NEW									3					
057M-6375	83,06	90	8,43515E+12	EAN	NEW									3					
057M-1391	89,60	97	8,43515E+12	EAN	NEW									3					
057M-6799	95,29	96	8,43515E+12	EAN	NEW									3					
057M-1825	58,50	91	8,43515E+12	EAN	NEW									3					
057M-6673	106,22	87	8,43515E+12	EAN	NEW									3					
057M-6371	66,67	93	8,43515E+12	EAN	NEW									3					
057M-6372	58,27	97	8,43515E+12	EAN	NEW									3					
057M-4980	188,45	97	8,43515E+12	EAN	NEW									3					
057M-5630	43,90	89	8,43515E+12	EAN	NEW									3					
057M-5516	22,10	86	8,43515E+12	EAN	NEW									3					
057M-6564	221,30	103	8,43515E+12	EAN	NEW									3					
057M-6600	385,88	101	8,43515E+12	EAN	NEW									3					
057M-6672	81,36	90	8,43515E+12	EAN	NEW									3					
057M-6565	248,90	91	8,43515E+12	EAN	NEW									3					
057M-6486	76,80	97	8,43515E+12	EAN	NEW									3					
057M-5091	94,10	159	8,43515E+12	EAN	NEW									3					
057M-5087	95,17	105	8,43515E+12	EAN	NEW									3					
057M-5400	260,96	91	8,43515E+12	EAN	NEW									3					
057M-6724	267,29	98	8,43515E+12	EAN	NEW									3					
057M-C0087	60,00	95	8,43515E+12	EAN	NEW									3					
057M-C0076	26,46	89	8,43515E+12	EAN	NEW									3					
057M-C0045	12.59	23	8,43515E+12	EAN	NEW									3					
057M-TU0653	4,80	105	8,43515E+12	EAN	NEW									3					
057M-6498	115,20	408	8,43515E+12	EAN	NEW									3					
057M-6055	124,00	101	8,43515E+12	EAN	NEW									3					
057M-5620	34.71	88	8,43515E+12	EAN	NEW									3					
057M-6453	197,67	104	8,43515E+12	EAN	NEW									3					
057M-5316	82,32	85	8,43515E+12	EAN	NEW									3					
057M-6712	38,64	302	8,43515E+12	EAN	NEW									3					
057M-C0113	49,00	67	8,43515E+12	EAN	NEW									3					
057M-5257	119,10	108	8,43515E+12	EAN	NEW									3					
057M-C0082	33,60	100	8,43515E+12	EAN	NEW									3					
057M-5235	42,42	106	8,43515E+12	EAN	NEW									3					
057M-6092	78,80	103	8,43515E+12	EAN	NEW									3					
057M-5896	278,84	114	8,43515E+12	EAN	NEW									3					
057M-C0088	60,00	111	8,43515E+12	EAN	NEW									3					
057M-6603	110,12	110	8,43515E+12	EAN	NEW									3					
057M-5363	249,71	90	8,43515E+12	EAN	NEW									3					
057M-6537	42,50	87	8,43515E+12	EAN	NEW									3					
057M-6738	73,80	111	8,43515E+12	EAN	NEW									3					
057M-5631	26,50	225	8,43515E+12	EAN	NEW									3					
057M-5092	134,92	259	8,43515E+12	EAN	NEW									3					
057M-6382	59,90	52	8,43515E+12	EAN	NEW									3					
057M-4581	98,82	74	8,43515E+12	EAN	NEW									3					
057M-5482	42,00	122	8,43515E+12	EAN	NEW									3					
057M-6703	79,80	231	8,43515E+12	EAN	NEW									3					
057M-6170	224,71	124	8,43515E+12	EAN	NEW									3					
057M-5483	42,70	124	8,43515E+12	EAN	NEW									3					
057M-TU0652	3,58	124	8,43515E+12	EAN	NEW									3					
057M-6245	58,42	412	8,43515E+12	EAN	NEW									3					
057M-C0115	54,20	128	8,43515E+12	EAN	NEW									3					
057M-3695	48.75	131	8,43515E+12	EAN	NEW									3					
057M-6737	73,80	122	8,43515E+12	EAN	NEW									3					
057M-6855	17,40	471	8,43515E+12	EAN	NEW									3					
057M-5720	79,40	128	8,43515E+12	EAN	NEW									3					
057M-6670	67,80	127	8,43515E+12	EAN	NEW									3					
057M-1388	71,40	124	8,43515E+12	EAN	NEW									3					
057M-5947	58,20	608	8,43515E+12	EAN	NEW									3					
057M-6828	207,80	121	8,43515E+12	EAN	NEW									3					
057M-5941	54,60	1.98	8,43515E+12	EAN	NEW									3					
057M-6212	70,80	120	8,43515E+12	EAN	NEW									3					
057M-6152	98,40	161	8,43515E+12	EAN	NEW									3					
057M-5948	48,88	304	8,43515E+12	EAN	NEW									3					
057M-6541	74,80	502	8,43515E+12	EAN	NEW									3					
057M-5501	122,90	117	8,43515E+12	EAN	NEW									3					
057M-6827	207,80	134	8,43515E+12	EAN	NEW									3					
057M-6671	85,42	127	8,43515E+12	EAN	NEW									3					
057M-6150	131,50	219	8,43515E+12	EAN	NEW									3					
057M-6216	70,20	144	8,43515E+12	EAN	NEW									3					
057M-4870	207,58	144	8,43515E+12	EAN	NEW									3					
057M-C0112	61,30	9	8,43515E+12	EAN	NEW									3					
057M-6774	114,80	129	8,43515E+12	EAN	NEW									3					
057M-C0181	16,40	542	8,43515E+12	EAN	NEW									3					
057M-5123	44,70	174	8,43515E+12	EAN	NEW									3					
057M-6394	14,10	608	8,43515E+12	EAN	NEW									3					
057M-6713	17,11	495	8,43515E+12	EAN	NEW									3					
057M-C0119	42,00	125	8,43515E+12	EAN	NEW									3					
057M-6866	59,90	131	8,43515E+12	EAN	NEW									3					
057M-6492	103,00	141	8,43515E+12	EAN	NEW									3					
057M-6220	49,24	336	8,43515E+12	EAN	NEW									3					
057M-5655	97,48	147	8,43515E+12	EAN	NEW									3					
057M-5843	83.54	143	8,43515E+12	EAN	NEW									3					
057M-6736	184,00	144	8,43515E+12	EAN	NEW									3					
057M-5936	33,15	474	8,43515E+12	EAN	NEW									3					
057M-6711	57,23	376	8,43515E+12	EAN	NEW									3					
057M-5656	97,48	154	8,43515E+12	EAN	NEW									3					
057M-C0118	83,00	149	8,43515E+12	EAN	NEW									3					
057M-5624	35,80	173	8,43515E+12	EAN	NEW									3					
057M-6384	105,20	143	8,43515E+12	EAN	NEW									3					
057M-6217	71,40	157	8,43515E+12	EAN	NEW									3					
057M-5717	46,50	157	8,43515E+12	EAN	NEW									3					
057M-5933	107,25	270	8,43515E+12	EAN	NEW									3					
057M-6604	131,76	154	8,43515E+12	EAN	NEW									3					
057M-6735	184,00	154	8,43515E+12	EAN	NEW									3					
057M-6491	107,60	355	8,43515E+12	EAN	NEW									3					
057M-C0124	83,00	112	8,43515E+12	EAN	NEW									3					
057M-6740	83,80	161	8,43515E+12	EAN	NEW									3					
057M-6741	83,80	161	8,43515E+12	EAN	NEW									3					
057M-5480	42,00	150	8,43515E+12	EAN	NEW									3					
057M-6743	92,90	159	8,43515E+12	EAN	NEW									3					
057M-6048	35,90	129	8,43515E+12	EAN	NEW									3					
057M-6747	74,90	163	8,43515E+12	EAN	NEW									3					
057M-6742	92,90	164	8,43515E+12	EAN	NEW									3					
057M-6214	5,70	147	8,43515E+12	EAN	NEW									3					
057M-6716	94,00	329	8,43515E+12	EAN	NEW									3					
057M-6008	95,84	153	8,43515E+12	EAN	NEW									3					
057M-6247	179,73	162	8,43515E+12	EAN	NEW									3					
057M-5508	218,20	157	8,43515E+12	EAN	NEW									3					
057M-6830	16,20	375	8,43515E+12	EAN	NEW									3					
057M-6744	65,70	166	8,43515E+12	EAN	NEW									3					
057M-6876	77,40	142	8,43515E+12	EAN	NEW									3					
057M-6745	65,70	166	8,43515E+12	EAN	NEW									3					
057M-6746	74,90	167	8,43515E+12	EAN	NEW									3					
057M-6047	35,90	678	8,43515E+12	EAN	NEW									3					
057M-6415	383,63	157	8,43515E+12	EAN	NEW									3					
057M-C0111	42,00	129	8,43515E+12	EAN	NEW									3					
057M-5240	14,70	88	8,43515E+12	EAN	NEW									3					
057M-6871	53,50	228	8,43515E+12	EAN	NEW									3					
057M-6091	75,40	79	8,43515E+12	EAN	NEW									3					
057M-5842	106.27	173	8,43515E+12	EAN	NEW									3					
057M-6452	152,30	164	8,43515E+12	EAN	NEW									3					
057M-5975	50,28	148	8,43515E+12	EAN	NEW									3					
057M-6710	78,22	124	8,43515E+12	EAN	NEW									3					
057M-5502	98,40	157	8,43515E+12	EAN	NEW									3					
057M-6715	94,00	341	8,43515E+12	EAN	NEW									3					
057M-5718	46,50	180	8,43515E+12	EAN	NEW									3					
057M-5850	32.56	185	8,43515E+12	EAN	NEW									3					
057M-6832	16,20	425	8,43515E+12	EAN	NEW									3					
057M-6870	53,50	222	8,43515E+12	EAN	NEW									3					
057M-6857	25,90	499	8,43515E+12	EAN	NEW									3					
057M-6906	116,20	180	8,43515E+12	EAN	NEW									3					
057M-6082	71,20	399	8,43515E+12	EAN	NEW									3					
057M-6362	52,70	160	8,43515E+12	EAN	NEW									3					
057M-5971	33,15	329	8,43515E+12	EAN	NEW									3					
057M-C0116	73,60	183	8,43515E+12	EAN	NEW									3					
057M-7024	25,80	167	8,43515E+12	EAN	NEW									3					
057M-7021	23,60	169	8,43515E+12	EAN	NEW									3					
057M-C0104	68,40	408	8,43515E+12	EAN	NEW									3					
057M-7026	25,80	177	8,43515E+12	EAN	NEW									3					
057M-6905	107,60	171	8,43515E+12	EAN	NEW									3					
057M-6360	52,70	121	8,43515E+12	EAN	NEW									3					
057M-6499	127,90	189	8,43515E+12	EAN	NEW									3					
057M-5973	77,28	132	8,43515E+12	EAN	NEW									3					
057M-6249	55,81	194	8,43515E+12	EAN	NEW									3					
057M-6755	89,90	360	8,43515E+12	EAN	NEW									3					
057M-6717	26,32	99	8,43515E+12	EAN	NEW									3					
057M-6907	116,20	197	8,43515E+12	EAN	NEW									3					
057M-6552	108,70	12	8,43515E+12	EAN	NEW									3					
057M-6833	16,20	404	8,43515E+12	EAN	NEW									3					
057M-6077	45,80	490	8,43515E+12	EAN	NEW									3					
057M-C0106	73,60	174	8,43515E+12	EAN	NEW									3					
057M-6496	96,70	204	8,43515E+12	EAN	NEW									3					
057M-6236	145,02	186	8,43515E+12	EAN	NEW									3					
057M-7023	23,60	119	8,43515E+12	EAN	NEW									3					
057M-5844	100.12	209	8,43515E+12	EAN	NEW									3					
057M-6363	59,00	168	8,43515E+12	EAN	NEW									3					
057M-5845	81.7	216	8,43515E+12	EAN	NEW									3					
057M-TU0492	2,98	212	8,43515E+12	EAN	NEW									3					
057M-7025	25,80	171	8,43515E+12	EAN	NEW									3					
057M-6396	33,00	134	8,43515E+12	EAN	NEW									3					
057M-C0079	26,46	508	8,43515E+12	EAN	NEW									3					
057M-6221	45,26	201	8,43515E+12	EAN	NEW									3					
057M-6831	16,20	474	8,43515E+12	EAN	NEW									3					
057M-6213	58,90	200	8,43515E+12	EAN	NEW									3					
057M-7030	25,80	211	8,43515E+12	EAN	NEW									3					
057M-6495	81,60	185	8,43515E+12	EAN	NEW									3					
057M-5878	152,76	200	8,43515E+12	EAN	NEW									3					
057M-6403	63,00	194	8,43515E+12	EAN	NEW									3					
057M-7022	23,60	216	8,43515E+12	EAN	NEW									3					
057M-6769	74,90	202	8,43515E+12	EAN	NEW									3					
057M-5120	44,10	206	8,43515E+12	EAN	NEW									3					
057M-5402	89,76	214	8,43515E+12	EAN	NEW									3					
057M-7031	25,80	225	8,43515E+12	EAN	NEW									3					
057M-5122	81,30	198	8,43515E+12	EAN	NEW									3					
057M-6542	40,50	212	8,43515E+12	EAN	NEW									3					
057M-6771	114,80	222	8,43515E+12	EAN	NEW									3					
057M-6540	74,80	404	8,43515E+12	EAN	NEW									3					
057M-6718	26,32	63	8,43515E+12	EAN	NEW									3					
057M-5125	50,90	222	8,43515E+12	EAN	NEW									3					
057M-C0047	23,00	249	8,43515E+12	EAN	NEW									3					
057M-6772	127,60	228	8,43515E+12	EAN	NEW									3					
057M-6230	85,42	272	8,43515E+12	EAN	NEW									3					
057M-6768	74,90	228	8,43515E+12	EAN	NEW									3					
057M-6773	148,40	182	8,43515E+12	EAN	NEW									3					
057M-6280	78,22	359	8,43515E+12	EAN	NEW									3					
057M-6253	44,10	211	8,43515E+12	EAN	NEW									3					
057M-6044	27,90	189	8,43515E+12	EAN	NEW									3					
057M-6241	38,19	189	8,43515E+12	EAN	NEW									3					
057M-6875	77,40	232	8,43515E+12	EAN	NEW									3					
057M-6045	27,90	143	8,43515E+12	EAN	NEW									3					
057M-C0103	49,10	395	8,43515E+12	EAN	NEW									3					
057M-6493	73,20	213	8,43515E+12	EAN	NEW									3					
057M-C0120	61,30	209	8,43515E+12	EAN	NEW									3					
057M-6450	85,50	153	8,43515E+12	EAN	NEW									3					
057M-6820	46,90	228	8,43515E+12	EAN	NEW									3					
057M-6547	154,80	233	8,43515E+12	EAN	NEW									3					
057M-5940	54,60	575	8,43515E+12	EAN	NEW									3					
057M-5714	63,90	228	8,43515E+12	EAN	NEW									3					
057M-6821	46,90	241	8,43515E+12	EAN	NEW									3					
057M-6553	90,30	87	8,43515E+12	EAN	NEW									3					
057M-6016	21,00	254	8,43515E+12	EAN	NEW									3					
057M-6374	83,06	253	8,43515E+12	EAN	NEW									3					
057M-6865	59,90	238	8,43515E+12	EAN	NEW									3					
057M-6370	58,27	259	8,43515E+12	EAN	NEW									3					
057M-5849	26.41	267	8,43515E+12	EAN	NEW									3					
057M-6400	44,90	602	8,43515E+12	EAN	NEW									3					
057M-6075	39,80	228	8,43515E+12	EAN	NEW									3					
057M-6211	68,30	268	8,43515E+12	EAN	NEW									3					
057M-7029	23,60	242	8,43515E+12	EAN	NEW									3					
057M-6752	102,30	445	8,43515E+12	EAN	NEW									3					
057M-5500	131,50	202	8,43515E+12	EAN	NEW									3					
057M-6484	103,20	262	8,43515E+12	EAN	NEW									3					
057M-6815	48,86	564	8,43515E+12	EAN	NEW									3					
057M-6859	17,40	230	8,43515E+12	EAN	NEW									3					
057M-5929	116,99	244	8,43515E+12	EAN	NEW									3					
057M-7032	25,80	249	8,43515E+12	EAN	NEW									3					
057M-7027	23,60	233	8,43515E+12	EAN	NEW									3					
057M-6072	45,60	252	8,43515E+12	EAN	NEW									3					
057M-6235	103,24	269	8,43515E+12	EAN	NEW									3					
057M-5481	42,70	259	8,43515E+12	EAN	NEW									3					
057M-5124	45,90	251	8,43515E+12	EAN	NEW									3					
057M-6070	39,90	218	8,43515E+12	EAN	NEW									3					
057M-7028	23,60	218	8,43515E+12	EAN	NEW									3					
057M-6393	22,10	192	8,43515E+12	EAN	NEW									3					
057M-5623	19,90	240	8,43515E+12	EAN	NEW									3					
057M-6816	48,86	566	8,43515E+12	EAN	NEW									3					
057M-6513	12,30	670	8,43515E+12	EAN	NEW									3					
057M-6546	109,20	268	8,43515E+12	EAN	NEW									3					
057M-6856	17,40	238	8,43515E+12	EAN	NEW									3					
057M-6076	41,90	286	8,43515E+12	EAN	NEW									3					
057M-6526	50,60	251	8,43515E+12	EAN	NEW									3					
057M-6222	53,55	161	8,43515E+12	EAN	NEW									3					
057M-C0141	45,20	283	8,43515E+12	EAN	NEW									3					
057M-6530	49,40	281	8,43515E+12	EAN	NEW									3					
057M-6555	94,70	87	8,43515E+12	EAN	NEW									3					
057M-C0187	29,10	201	8,43515E+12	EAN	NEW									3					
057M-5121	64,70	252	8,43515E+12	EAN	NEW									3					
057M-C0074	41,30	241	8,43515E+12	EAN	NEW									3					
057M-5626	22,80	284	8,43515E+12	EAN	NEW									3					
057M-6240	29,20	236	8,43515E+12	EAN	NEW									3					
057M-6490	103,20	294	8,43515E+12	EAN	NEW									3					
057M-6620	17,04	251	8,43515E+12	EAN	NEW									3					
057M-3692	137,86	333	8,43515E+12	EAN	NEW									3					
057M-C0186	22,90	165	8,43515E+12	EAN	NEW									3					
057M-5935	54,60	241	8,43515E+12	EAN	NEW									3					
057M-C0185	16,40	938	8,43515E+12	EAN	NEW									3					
057M-6254	64,70	280	8,43515E+12	EAN	NEW									3					
057M-5629	19,00	303	8,43515E+12	EAN	NEW									3					
057M-6860	17,40	311	8,43515E+12	EAN	NEW									3					
057M-6858	25,90	308	8,43515E+12	EAN	NEW									3					
057M-6862	25,90	321	8,43515E+12	EAN	NEW									3					
057M-6631	25,58	315	8,43515E+12	EAN	NEW									3					
057M-6861	25,90	317	8,43515E+12	EAN	NEW									3					
057M-C0078	41,30	258	8,43515E+12	EAN	NEW									3					
057M-5628	22,80	320	8,43515E+12	EAN	NEW									3					
057M-C0080	26,46	325	8,43515E+12	EAN	NEW									3					
057M-C0143	45,20	282	8,43515E+12	EAN	NEW									3					
057M-C0117	83,00	471	8,43515E+12	EAN	NEW									3					
057M-6482	64,40	300	8,43515E+12	EAN	NEW									3					
057M-5627	19,00	601	8,43515E+12	EAN	NEW									3					
057M-6543	40,50	332	8,43515E+12	EAN	NEW									3					
057M-6531	49,40	314	8,43515E+12	EAN	NEW									3					
057M-6040	62,05	332	8,43515E+12	EAN	NEW									3					
057M-6554	110,60	151	8,43515E+12	EAN	NEW									3					
057M-6281	57,23	398	8,43515E+12	EAN	NEW									3					
057M-5625	20,30	327	8,43515E+12	EAN	NEW									3					
057M-6624	33,26	311	8,43515E+12	EAN	NEW									3					
057M-6401	44,90	299	8,43515E+12	EAN	NEW									3					
057M-6714	22,79	231	8,43515E+12	EAN	NEW									3					
057M-6080	63,40	524	8,43515E+12	EAN	NEW									3					
057M-6494	55,90	304	8,43515E+12	EAN	NEW									3					
057M-5633	26,50	345	8,43515E+12	EAN	NEW									3					
057M-5950	72,16	693	8,43515E+12	EAN	NEW									3					
057M-6071	41,80	325	8,43515E+12	EAN	NEW									3					
057M-C0163	6,80	1.332	8,43515E+12	EAN	NEW									3					
057M-6632	35,82	355	8,43515E+12	EAN	NEW									3					
057M-6470	111,40	353	8,43515E+12	EAN	NEW									3					
057M-6550	83,20	159	8,43515E+12	EAN	NEW									3					
057M-6497	98,00	365	8,43515E+12	EAN	NEW									3					
057M-3696	56.55	372	8,43515E+12	EAN	NEW									3					
057M-5949	86,12	847	8,43515E+12	EAN	NEW									3					
057M-5874	150,00	344	8,43515E+12	EAN	NEW									3					
057M-C0077	41,30	259	8,43515E+12	EAN	NEW									3					
057M-C0086	60,00	357	8,43515E+12	EAN	NEW									3					
057M-6770	101,90	354	8,43515E+12	EAN	NEW									3					
057M-6754	89,90	365	8,43515E+12	EAN	NEW									3					
057M-6508	56,80	363	8,43515E+12	EAN	NEW									3					
057M-6625	33,26	379	8,43515E+12	EAN	NEW									3					
057M-6626	44,36	378	8,43515E+12	EAN	NEW									3					
057M-C0073	41,30	381	8,43515E+12	EAN	NEW									3					
