TemplateType=Offer	Version=2014.0703																	
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
sku	price	quantity	product-id	product-id-type	condition-type	condition-note	ASIN-hint	title	product-tax-code	operation-type	sale-price	sale-start-date	sale-end-date	leadtime-to-ship	launch-date	is-giftwrap-available	is-gift-message-available	fulfillment-center-id
057M-3940	232,05	1	8,43515E+12	EAN	NEW									3					
057M-6134	242,19	4	8,43515E+12	EAN	NEW									3					
057M-5983	128,70	38	8,43515E+12	EAN	NEW									3					
057M-6684	317,46	63	8,43515E+12	EAN	NEW									3					
057M-3860	216,44	20	8,43515E+12	EAN	NEW									3					
057M-6192	196,46	3	8,43515E+12	EAN	NEW									3					
057M-1923	81,90	3	8,43515E+12	EAN	NEW									3					
057M-6015	20,40	201	8,43515E+12	EAN	NEW									3					
057M-3880	226,20	0	8,43515E+12	EAN	NEW									3					
057M-3855	251,55	30	8,43515E+12	EAN	NEW									3					
057M-6124	224,66	15	8,43515E+12	EAN	NEW									3					
057M-5777	117,94	13	8,43515E+12	EAN	NEW									3					
057M-6291	408,12	13	8,43515E+12	EAN	NEW									3					
057M-3941	202,80	8	8,43515E+12	EAN	NEW									3					
057M-1801	165,75	12	8,43515E+12	EAN	NEW									3					
057M-4945	163,33	10	8,43515E+12	EAN	NEW									3					
057M-0780	382,20	3	8,43515E+12	EAN	NEW									3					
057M-5762	265,20	12	8,43515E+12	EAN	NEW									3					
057M-0783	156,01	9	8,43515E+12	EAN	NEW									3					
057M-1622	253,50	10	8,43515E+12	EAN	NEW									3					
057M-6005K	91,11	1	8,43515E+12	EAN	NEW									3					
057M-6581	320,00	12	8,43515E+12	EAN	NEW									3					
057M-3535	68,24	1	8,43515E+12	EAN	NEW									3					
057M-5041R	158,94	12	8,43515E+12	EAN	NEW									3					
057M-6102	404,39	3	8,43515E+12	EAN	NEW									3					
057M-4988	80,99	43	8,43515E+12	EAN	NEW									3					
057M-6414	46,62	57	8,43515E+12	EAN	NEW									3					
057M-5561	970,40	10	8,43515E+12	EAN	NEW									3					
057M-5564	380,94	20	8,43515E+12	EAN	NEW									3					
057M-6301	408,12	12	8,43515E+12	EAN	NEW									3					
057M-5780	315,12	13	8,43515E+12	EAN	NEW									3					
057M-4495	246,23	13	8,43515E+12	EAN	NEW									3					
057M-6340	278,38	13	8,43515E+12	EAN	NEW									3					
057M-5217	59,32	21	8,43515E+12	EAN	NEW									3					
057M-4731	366,61	12	8,43515E+12	EAN	NEW									3					
057M-6351	220,33	1	8,43515E+12	EAN	NEW									3					
057M-6336	98,65	33	8,43515E+12	EAN	NEW									3					
057M-6296	96,62	8	8,43515E+12	EAN	NEW									3					
057M-1627	50,70	0	8,43515E+12	EAN	NEW									3					
057M-5441	72,00	51	8,43515E+12	EAN	NEW									3					
057M-4966E	123,82	33	8,43515E+12	EAN	NEW									3					
057M-0956	187,20	8	8,43515E+12	EAN	NEW									3					
057M-5531	127,95	31	8,43515E+12	EAN	NEW									3					
057M-3878	130,66	80	8,43515E+12	EAN	NEW									3					
057M-1432	208,65	10	8,43515E+12	EAN	NEW									3					
057M-6191	175,43	8	8,43515E+12	EAN	NEW									3					
057M-3627	90,77	12	8,43515E+12	EAN	NEW									3					
057M-5463	89,04	13	8,43515E+12	EAN	NEW									3					
057M-6352	299,93	14	8,43515E+12	EAN	NEW									3					
057M-4493	412,80	10	8,43515E+12	EAN	NEW									3					
057M-1642	243,75	14	8,43515E+12	EAN	NEW									3					
057M-6295	55,40	11	8,43515E+12	EAN	NEW									3					
057M-6694	130,36	13	8,43515E+12	EAN	NEW									3					
057M-6196	149,80	7	8,43515E+12	EAN	NEW									3					
057M-1640	208,65	16	8,43515E+12	EAN	NEW									3					
057M-6205	358,78	4	8,43515E+12	EAN	NEW									3					
057M-5768	248,39	9	8,43515E+12	EAN	NEW									3					
057M-3533	234,00	17	8,43515E+12	EAN	NEW									3					
057M-0781	232,05	12	8,43515E+12	EAN	NEW									3					
057M-6797	127,53	14	8,43515E+12	EAN	NEW									3					
057M-6133	141,09	0	8,43515E+12	EAN	NEW									3					
057M-5034	40,28	7	8,43515E+12	EAN	NEW									3					
057M-6002	215,97	13	8,43515E+12	EAN	NEW									3					
057M-6109	130,82	0	8,43515E+12	EAN	NEW									3					
057M-0789	72,15	7	8,43515E+12	EAN	NEW									3					
057M-5433	130,32	15	8,43515E+12	EAN	NEW									3					
057M-3884	68,24	141	8,43515E+12	EAN	NEW									3					
057M-4985	91,11	69	8,43515E+12	EAN	NEW									3					
057M-5913	293,58	11	8,43515E+12	EAN	NEW									3					
057M-4734	118,96	10	8,43515E+12	EAN	NEW									3					
057M-6331	463,51	13	8,43515E+12	EAN	NEW									3					
057M-4573	487.5	13	8,43515E+12	EAN	NEW									3					
057M-6612	324,46	14	8,43515E+12	EAN	NEW									3					
057M-1422	202,80	11	8,43515E+12	EAN	NEW									3					
057M-4864	253,10	9	8,43515E+12	EAN	NEW									3					
057M-6270	74,14	8	8,43515E+12	EAN	NEW									3					
057M-6597	228,00	14	8,43515E+12	EAN	NEW									3					
057M-4997	236,20	3	8,43515E+12	EAN	NEW									3					
057M-3686	189,15	11	8,43515E+12	EAN	NEW									3					
057M-1116	230,11	11	8,43515E+12	EAN	NEW									3					
057M-6197	132,72	1	8,43515E+12	EAN	NEW									3					
057M-3857	395,85	13	8,43515E+12	EAN	NEW									3					
057M-1424	218,41	12	8,43515E+12	EAN	NEW									3					
057M-1105	179,39	14	8,43515E+12	EAN	NEW									3					
057M-3707	81,90	4	8,43515E+12	EAN	NEW									3					
057M-5394	215,97	18	8,43515E+12	EAN	NEW									3					
057M-4995	215,97	0	8,43515E+12	EAN	NEW									3					
057M-5711	59,24	40	8,43515E+12	EAN	NEW									3					
057M-4732	378,29	18	8,43515E+12	EAN	NEW									3					
057M-5776	234,08	14	8,43515E+12	EAN	NEW									3					
057M-6316	95,28	53	8,43515E+12	EAN	NEW									3					
057M-5272	257,01	16	8,43515E+12	EAN	NEW									3					
057M-6590	344,00	14	8,43515E+12	EAN	NEW									3					
057M-4070	241,80	15	8,43515E+12	EAN	NEW									3					
057M-5047	49,55	15	8,43515E+12	EAN	NEW									3					
057M-5142	356,57	13	8,43515E+12	EAN	NEW									3					
057M-1153	138,45	14	8,43515E+12	EAN	NEW									3					
057M-5523	70.37	10	8,43515E+12	EAN	NEW									3					
057M-1914	52,65	14	8,43515E+12	EAN	NEW									3					
057M-5710	99,90	6	8,43515E+12	EAN	NEW									3					
057M-1644	148,20	16	8,43515E+12	EAN	NEW									3					
057M-3690	115,05	14	8,43515E+12	EAN	NEW									3					
057M-6142	118,17	21	8,43515E+12	EAN	NEW									3					
057M-5910	394,82	0	8,43515E+12	EAN	NEW									3					
057M-4633	232,05	10	8,43515E+12	EAN	NEW									3					
057M-0993	46,80	0	8,43515E+12	EAN	NEW									3					
057M-4926	53,00	9	8,43515E+12	EAN	NEW									3					
057M-5110	104,33	49	8,43515E+12	EAN	NEW									3					
057M-1431	165,75	8	8,43515E+12	EAN	NEW									3					
057M-3861	81,90	95	8,43515E+12	EAN	NEW									3					
057M-6189	303,38	9	8,43515E+12	EAN	NEW									3					
057M-5927	52,21	97	8,43515E+12	EAN	NEW									3					
057M-6592	248,00	15	8,43515E+12	EAN	NEW									3					
057M-5771	306,11	17	8,43515E+12	EAN	NEW									3					
057M-5993	215,97	15	8,43515E+12	EAN	NEW									3					
057M-5747	144,30	15	8,43515E+12	EAN	NEW									3					
057M-5169	411.43	16	8,43515E+12	EAN	NEW									3					
057M-4083	237,90	15	8,43515E+12	EAN	NEW									3					
057M-0933	156,01	16	8,43515E+12	EAN	NEW									3					
057M-5104	167,70	15	8,43515E+12	EAN	NEW									3					
057M-0994	48,75	6	8,43515E+12	EAN	NEW									3					
057M-6122	266,45	10	8,43515E+12	EAN	NEW									3					
057M-4970	159,76	9	8,43515E+12	EAN	NEW									3					
057M-6166	152,99	68	8,43515E+12	EAN	NEW									3					
057M-0785	103,35	0	8,43515E+12	EAN	NEW									3					
057M-4494	405,72	17	8,43515E+12	EAN	NEW									3					
057M-6330	625,00	16	8,43515E+12	EAN	NEW									3					
057M-6319	79,73	13	8,43515E+12	EAN	NEW									3					
057M-6123	444,83	16	8,43515E+12	EAN	NEW									3					
057M-5816	93,81	14	8,43515E+12	EAN	NEW									3					
057M-6314	370,27	15	8,43515E+12	EAN	NEW									3					
057M-1651	138,45	15	8,43515E+12	EAN	NEW									3					
057M-1437	58,50	9	8,43515E+12	EAN	NEW									3					
057M-6332	551,35	16	8,43515E+12	EAN	NEW									3					
057M-1634	516,75	18	8,43515E+12	EAN	NEW									3					
057M-1423	175,50	14	8,43515E+12	EAN	NEW									3					
057M-1173	148,20	16	8,43515E+12	EAN	NEW									3					
057M-4865	273,33	11	8,43515E+12	EAN	NEW									3					
057M-5553	47,76	16	8,43515E+12	EAN	NEW									3					
057M-0966	214,50	16	8,43515E+12	EAN	NEW									3					
057M-5756	286,65	17	8,43515E+12	EAN	NEW									3					
057M-1922	165,75	16	8,43515E+12	EAN	NEW									3					
057M-1136	116,99	22	8,43515E+12	EAN	NEW									3					
057M-5085	58.91	5	8,43515E+12	EAN	NEW									3					
057M-1436	35,10	10	8,43515E+12	EAN	NEW									3					
057M-6416	271,68	0	8,43515E+12	EAN	NEW									3					
057M-4974	208,42	10	8,43515E+12	EAN	NEW									3					
057M-3679	128.7	18	8,43515E+12	EAN	NEW									3					
057M-3948	39	19	8,43515E+12	EAN	NEW									3					
057M-3770	245,70	16	8,43515E+12	EAN	NEW									3					
057M-6421	225,46	13	8,43515E+12	EAN	NEW									3					
057M-5530	168,03	28	8,43515E+12	EAN	NEW									3					
057M-1806	40,95	18	8,43515E+12	EAN	NEW									3					
057M-1827	56,56	19	8,43515E+12	EAN	NEW									3					
057M-1434	228,15	16	8,43515E+12	EAN	NEW									3					
057M-5279	76,05	15	8,43515E+12	EAN	NEW									3					
057M-6315	224,32	16	8,43515E+12	EAN	NEW									3					
057M-4948	113,78	22	8,43515E+12	EAN	NEW									3					
057M-6602	468,23	17	8,43515E+12	EAN	NEW									3					
057M-6003	236,20	22	8,43515E+12	EAN	NEW									3					
057M-5991	377,94	6	8,43515E+12	EAN	NEW									3					
057M-5143	128,14	8	8,43515E+12	EAN	NEW									3					
057M-5362	202,47	15	8,43515E+12	EAN	NEW									3					
057M-3877	409,50	9	8,43515E+12	EAN	NEW									3					
057M-6722	390,58	12	8,43515E+12	EAN	NEW									3					
057M-3944	111,15	10	8,43515E+12	EAN	NEW									3					
057M-6010K	276,71	16	8,43515E+12	EAN	NEW									3					
057M-6143	280,83	12	8,43515E+12	EAN	NEW									3					
057M-5442	64,80	43	8,43515E+12	EAN	NEW									3					
057M-6180	93,24	195	8,43515E+12	EAN	NEW									3					
057M-6030	268,61	9	8,43515E+12	EAN	NEW									3					
057M-6417	428,79	11	8,43515E+12	EAN	NEW									3					
057M-1804	106,00	16	8,43515E+12	EAN	NEW									3					
057M-1910	222,30	20	8,43515E+12	EAN	NEW									3					
057M-5512	209,85	20	8,43515E+12	EAN	NEW									3					
057M-5592	94,77	19	8,43515E+12	EAN	NEW									3					
057M-0964	48,75	9	8,43515E+12	EAN	NEW									3					
057M-5145	365,63	19	8,43515E+12	EAN	NEW									3					
057M-6418	149,39	16	8,43515E+12	EAN	NEW									3					
057M-6311	450,68	17	8,43515E+12	EAN	NEW									3					
057M-0951	177,45	18	8,43515E+12	EAN	NEW									3					
057M-4815	263.84	18	8,43515E+12	EAN	NEW									3					
057M-4923	145,57	19	8,43515E+12	EAN	NEW									3					
057M-5914	268,61	9	8,43515E+12	EAN	NEW									3					
057M-1628	111,15	15	8,43515E+12	EAN	NEW									3					
057M-4975	234,56	19	8,43515E+12	EAN	NEW									3					
057M-5826	202,47	0	8,43515E+12	EAN	NEW									3					
057M-1174	46,80	14	8,43515E+12	EAN	NEW									3					
057M-5774	87,79	21	8,43515E+12	EAN	NEW									3					
057M-1817	56,56	20	8,43515E+12	EAN	NEW									3					
057M-1918	159,90	19	8,43515E+12	EAN	NEW									3					
057M-6318	108,11	20	8,43515E+12	EAN	NEW									3					
057M-0937	76,05	0	8,43515E+12	EAN	NEW									3					
057M-4634	115,05	29	8,43515E+12	EAN	NEW									3					
057M-5775	292,60	21	8,43515E+12	EAN	NEW									3					
057M-6251	459,46	20	8,43515E+12	EAN	NEW									3					
057M-6795	203,29	22	8,43515E+12	EAN	NEW									3					
057M-4085	109,20	32	8,43515E+12	EAN	NEW									3					
057M-5830	107,98	15	8,43515E+12	EAN	NEW									3					
057M-1826	42,89	18	8,43515E+12	EAN	NEW									3					
057M-5384	207,66	0	8,43515E+12	EAN	NEW									3					
057M-4736	140,40	21	8,43515E+12	EAN	NEW									3					
057M-6176	266,89	10	8,43515E+12	EAN	NEW									3					
057M-6260	428,79	0	8,43515E+12	EAN	NEW									3					
057M-5991K	377,94	22	8,43515E+12	EAN	NEW									3					
057M-6420	47,03	14	8,43515E+12	EAN	NEW									3					
057M-4730	549,90	36	8,43515E+12	EAN	NEW									3					
057M-0935	103,35	25	8,43515E+12	EAN	NEW									3					
057M-1171	193,06	22	8,43515E+12	EAN	NEW									3					
057M-1652	253.5	15	8,43515E+12	EAN	NEW									3					
057M-3678	191,10	20	8,43515E+12	EAN	NEW									3					
057M-6001	263,21	20	8,43515E+12	EAN	NEW									3					
057M-0960	157,95	16	8,43515E+12	EAN	NEW									3					
057M-6583	230,00	22	8,43515E+12	EAN	NEW									3					
057M-6691	173,10	22	8,43515E+12	EAN	NEW									3					
057M-6652	100,19	17	8,43515E+12	EAN	NEW									3					
057M-6692	197,62	18	8,43515E+12	EAN	NEW									3					
057M-5812	253,10	22	8,43515E+12	EAN	NEW									3					
057M-3532	173,55	18	8,43515E+12	EAN	NEW									3					
057M-5101	144,30	9	8,43515E+12	EAN	NEW									3					
057M-6307	62,83	16	8,43515E+12	EAN	NEW									3					
057M-6657	209,43	20	8,43515E+12	EAN	NEW									3					
057M-5795	415,34	43	8,43515E+12	EAN	NEW									3					
057M-3701	48,75	24	8,43515E+12	EAN	NEW									3					
057M-4733	241,79	19	8,43515E+12	EAN	NEW									3					
057M-6177	182,43	52	8,43515E+12	EAN	NEW									3					
057M-1624	154,05	24	8,43515E+12	EAN	NEW									3					
057M-6194	156,37	11	8,43515E+12	EAN	NEW									3					
057M-6261	305,69	19	8,43515E+12	EAN	NEW									3					
057M-5786	234,08	23	8,43515E+12	EAN	NEW									3					
057M-5902	581,10	23	8,43515E+12	EAN	NEW									3					
057M-5044R	164,09	21	8,43515E+12	EAN	NEW									3					
057M-1547	95,55	23	8,43515E+12	EAN	NEW									3					
057M-1654	497,25	20	8,43515E+12	EAN	NEW									3					
057M-5922	343,20	18	8,43515E+12	EAN	NEW									3					
057M-5141	363,54	15	8,43515E+12	EAN	NEW									3					
057M-5216	39,55	19	8,43515E+12	EAN	NEW									3					
057M-5956	195,00	23	8,43515E+12	EAN	NEW									3					
057M-1925	76,05	17	8,43515E+12	EAN	NEW									3					
057M-5277	60,06	21	8,43515E+12	EAN	NEW									3					
057M-1905	72,15	19	8,43515E+12	EAN	NEW									3					
057M-1926	115,05	19	8,43515E+12	EAN	NEW									3					
057M-6000	215,97	16	8,43515E+12	EAN	NEW									3					
057M-0930	382,20	21	8,43515E+12	EAN	NEW									3					
057M-6643	49,86	0	8,43515E+12	EAN	NEW									3					
057M-5796	280,80	1	8,43515E+12	EAN	NEW									3					
057M-6365	48.73	23	8,43515E+12	EAN	NEW									3					
057M-6419	121,03	24	8,43515E+12	EAN	NEW									3					
057M-5806	290,21	17	8,43515E+12	EAN	NEW									3					
057M-6110	174,12	22	8,43515E+12	EAN	NEW									3					
057M-1816	42,89	21	8,43515E+12	EAN	NEW									3					
057M-1911	202,80	19	8,43515E+12	EAN	NEW									3					
057M-3685	111,15	30	8,43515E+12	EAN	NEW									3					
057M-1336	155,62	51	8,43515E+12	EAN	NEW									3					
057M-1824	108,00	17	8,43515E+12	EAN	NEW									3					
057M-3628	251,26	23	8,43515E+12	EAN	NEW									3					
057M-5393	120,44	17	8,43515E+12	EAN	NEW									3					
057M-4739	165,75	22	8,43515E+12	EAN	NEW									3					
057M-4740	134,55	29	8,43515E+12	EAN	NEW									3					
057M-3872	241,79	46	8,43515E+12	EAN	NEW									3					
057M-5168	249.44	24	8,43515E+12	EAN	NEW									3					
057M-5043R	229,09	25	8,43515E+12	EAN	NEW									3					
057M-4824	109,20	38	8,43515E+12	EAN	NEW									3					
057M-6792	419,29	25	8,43515E+12	EAN	NEW									3					
057M-4636	134,55	25	8,43515E+12	EAN	NEW									3					
057M-0790	93,61	24	8,43515E+12	EAN	NEW									3					
057M-6335	232,43	21	8,43515E+12	EAN	NEW									3					
057M-4846E	129,01	25	8,43515E+12	EAN	NEW									3					
057M-5165	62,36	11	8,43515E+12	EAN	NEW									3					
057M-4996	215,97	53	8,43515E+12	EAN	NEW									3					
057M-3883	132,60	59	8,43515E+12	EAN	NEW									3					
057M-6575	193,27	4	8,43515E+12	EAN	NEW									3					
057M-4862	91,11	0	8,43515E+12	EAN	NEW									3					
057M-5462	101,75	43	8,43515E+12	EAN	NEW									3					
057M-5460	195,03	48	8,43515E+12	EAN	NEW									3					
057M-0962	29,25	20	8,43515E+12	EAN	NEW									3					
057M-1113	50,70	26	8,43515E+12	EAN	NEW									3					
057M-4990	229,46	30	8,43515E+12	EAN	NEW									3					
057M-5042R	117,12	25	8,43515E+12	EAN	NEW									3					
057M-5781	306,11	26	8,43515E+12	EAN	NEW									3					
057M-4577	255.45	24	8,43515E+12	EAN	NEW									3					
057M-5760	434,85	23	8,43515E+12	EAN	NEW									3					
057M-4088	250,36	23	8,43515E+12	EAN	NEW									3					
057M-0940	93,61	26	8,43515E+12	EAN	NEW									3					
057M-0936	50,70	42	8,43515E+12	EAN	NEW									3					
057M-6137	274,09	22	8,43515E+12	EAN	NEW									3					
057M-6302	322,30	26	8,43515E+12	EAN	NEW									3					
057M-5993K	215,97	25	8,43515E+12	EAN	NEW									3					
057M-4584	276.9	26	8,43515E+12	EAN	NEW									3					
057M-4973	152,50	21	8,43515E+12	EAN	NEW									3					
057M-5925	209,26	0	8,43515E+12	EAN	NEW									3					
057M-5841	136.06	20	8,43515E+12	EAN	NEW									3					
057M-5840	145.27	18	8,43515E+12	EAN	NEW									3					
057M-6428	114,12	0	8,43515E+12	EAN	NEW									3					
057M-6186	97,97	75	8,43515E+12	EAN	NEW									3					
057M-4965E	72,88	60	8,43515E+12	EAN	NEW									3					
057M-4574	195	25	8,43515E+12	EAN	NEW									3					
057M-6009K	249,71	26	8,43515E+12	EAN	NEW									3					
057M-6303	193,24	26	8,43515E+12	EAN	NEW									3					
057M-3942	267,15	23	8,43515E+12	EAN	NEW									3					
057M-1540	321,75	26	8,43515E+12	EAN	NEW									3					
057M-6654	52,36	43	8,43515E+12	EAN	NEW									3					
057M-6582	276,00	26	8,43515E+12	EAN	NEW									3					
057M-5746	206,70	25	8,43515E+12	EAN	NEW									3					
057M-5807	448,81	24	8,43515E+12	EAN	NEW									3					
057M-1649	70,20	26	8,43515E+12	EAN	NEW									3					
057M-6725	188,70	21	8,43515E+12	EAN	NEW									3					
057M-4847E	95.2	3	8,43515E+12	EAN	NEW									3					
057M-5917	291,56	17	8,43515E+12	EAN	NEW									3					
057M-0957	107,25	13	8,43515E+12	EAN	NEW									3					
057M-6425	62,24	154	8,43515E+12	EAN	NEW									3					
057M-6653	55,59	42	8,43515E+12	EAN	NEW									3					
057M-5901	848,25	28	8,43515E+12	EAN	NEW									3					
057M-6337	70,26	15	8,43515E+12	EAN	NEW									3					
057M-6422	383,63	28	8,43515E+12	EAN	NEW									3					
057M-6571	199,73	0	8,43515E+12	EAN	NEW									3					
057M-5380	250,64	2	8,43515E+12	EAN	NEW									3					
057M-5532	80,17	63	8,43515E+12	EAN	NEW									3					
057M-5828	236,20	26	8,43515E+12	EAN	NEW									3					
057M-4071	208,65	27	8,43515E+12	EAN	NEW									3					
057M-4607	698.1	27	8,43515E+12	EAN	NEW									3					
057M-4631	351,00	21	8,43515E+12	EAN	NEW									3					
057M-5045R	109,39	29	8,43515E+12	EAN	NEW									3					
057M-1641	312,00	28	8,43515E+12	EAN	NEW									3					
057M-1921	210,60	29	8,43515E+12	EAN	NEW									3					
057M-4987	226,77	25	8,43515E+12	EAN	NEW									3					
057M-6594	164,00	26	8,43515E+12	EAN	NEW									3					
057M-6595	106,00	22	8,43515E+12	EAN	NEW									3					
057M-3708	105,29	21	8,43515E+12	EAN	NEW									3					
057M-6791	430,58	26	8,43515E+12	EAN	NEW									3					
057M-5234	87,90	113	8,43515E+12	EAN	NEW									3					
057M-5829	215,97	29	8,43515E+12	EAN	NEW									3					
057M-4813	263.84	33	8,43515E+12	EAN	NEW									3					
057M-6035K	202,47	25	8,43515E+12	EAN	NEW									3					
057M-6181	96,62	63	8,43515E+12	EAN	NEW									3					
057M-6696	92,50	17	8,43515E+12	EAN	NEW									3					
057M-5825	226,77	28	8,43515E+12	EAN	NEW									3					
057M-6127	235,90	29	8,43515E+12	EAN	NEW									3					
057M-0965	165,75	23	8,43515E+12	EAN	NEW									3					
057M-6218	147,48	10	8,43515E+12	EAN	NEW									3					
057M-4638	251,55	29	8,43515E+12	EAN	NEW									3					
057M-6004K	222,72	28	8,43515E+12	EAN	NEW									3					
057M-5764	312,00	29	8,43515E+12	EAN	NEW									3					
057M-4587	425.1	30	8,43515E+12	EAN	NEW									3					
057M-6306	96,62	29	8,43515E+12	EAN	NEW									3					
057M-6132	102,90	22	8,43515E+12	EAN	NEW									3					
057M-1928	163,80	31	8,43515E+12	EAN	NEW									3					
057M-6007K	506,17	26	8,43515E+12	EAN	NEW									3					
057M-5392	213,27	22	8,43515E+12	EAN	NEW									3					
057M-1902	161,85	34	8,43515E+12	EAN	NEW									3					
057M-1175	83,85	30	8,43515E+12	EAN	NEW									3					
057M-6570	259,84	0	8,43515E+12	EAN	NEW									3					
057M-1135	83,85	0	8,43515E+12	EAN	NEW									3					
057M-4961E	72,88	39	8,43515E+12	EAN	NEW									3					
057M-5782	114,80	28	8,43515E+12	EAN	NEW									3					
057M-6338	112,15	28	8,43515E+12	EAN	NEW									3					
057M-6593	210,00	31	8,43515E+12	EAN	NEW									3					
057M-5923	226,20	30	8,43515E+12	EAN	NEW									3					
057M-6121	424,61	29	8,43515E+12	EAN	NEW									3					
057M-6796	179,76	31	8,43515E+12	EAN	NEW									3					
057M-1334	191,58	30	8,43515E+12	EAN	NEW									3					
057M-5740	602,55	22	8,43515E+12	EAN	NEW									3					
057M-1134	46,80	40	8,43515E+12	EAN	NEW									3					
057M-0773	72,43	25	8,43515E+12	EAN	NEW									3					
057M-3863	128,70	0	8,43515E+12	EAN	NEW									3					
057M-1400	215,60	25	8,43515E+12	EAN	NEW									3					
057M-6423	271,68	14	8,43515E+12	EAN	NEW									3					
057M-5490	184,46	0	8,43515E+12	EAN	NEW									3					
057M-4632	362,70	33	8,43515E+12	EAN	NEW									3					
057M-5903	393,90	31	8,43515E+12	EAN	NEW									3					
057M-6790	497,40	32	8,43515E+12	EAN	NEW									3					
057M-5434	109,84	23	8,43515E+12	EAN	NEW									3					
057M-4079	56,55	26	8,43515E+12	EAN	NEW									3					
057M-5621	26.52	12	8,43515E+12	EAN	NEW									3					
057M-6794	294,58	33	8,43515E+12	EAN	NEW									3					
057M-4492	237,92	33	8,43515E+12	EAN	NEW									3					
057M-1903	76,05	19	8,43515E+12	EAN	NEW									3					
057M-6641	154,98	3	8,43515E+12	EAN	NEW									3					
057M-4582	133,20	14	8,43515E+12	EAN	NEW									3					
057M-6179	125,78	77	8,43515E+12	EAN	NEW									3					
057M-5551	47,76	32	8,43515E+12	EAN	NEW									3					
057M-1929	128,70	28	8,43515E+12	EAN	NEW									3					
057M-1114	50,70	33	8,43515E+12	EAN	NEW									3					
057M-3684	136,50	34	8,43515E+12	EAN	NEW									3					
057M-5166	206,86	22	8,43515E+12	EAN	NEW									3					
057M-6312	536,49	33	8,43515E+12	EAN	NEW									3					
057M-6002K	202,47	35	8,43515E+12	EAN	NEW									3					
057M-5784	87,79	35	8,43515E+12	EAN	NEW									3					
057M-5783	123,79	30	8,43515E+12	EAN	NEW									3					
057M-5981	222,30	36	8,43515E+12	EAN	NEW									3					
057M-6037K	371,19	28	8,43515E+12	EAN	NEW									3					
057M-6697	86,20	30	8,43515E+12	EAN	NEW									3					
057M-6140	248,49	35	8,43515E+12	EAN	NEW									3					
057M-6685	224,46	29	8,43515E+12	EAN	NEW									3					
057M-4086	374,40	27	8,43515E+12	EAN	NEW									3					
057M-5444	109,84	82	8,43515E+12	EAN	NEW									3					
057M-3772	48,75	0	8,43515E+12	EAN	NEW									3					
057M-6128	354,97	36	8,43515E+12	EAN	NEW									3					
057M-6136	114,57	35	8,43515E+12	EAN	NEW									3					
057M-5317	82,32	127	8,43515E+12	EAN	NEW									3					
057M-6175	449,32	27	8,43515E+12	EAN	NEW									3					
057M-3688	95,55	30	8,43515E+12	EAN	NEW									3					
057M-5899	79,94	30	8,43515E+12	EAN	NEW									3					
057M-3864	66,30	113	8,43515E+12	EAN	NEW									3					
057M-5818	286,17	29	8,43515E+12	EAN	NEW									3					
057M-6586	122,00	31	8,43515E+12	EAN	NEW									3					
057M-3622	62,45	39	8,43515E+12	EAN	NEW									3					
057M-5955	235,95	38	8,43515E+12	EAN	NEW									3					
057M-4982	202,47	22	8,43515E+12	EAN	NEW									3					
057M-5403	72,21	5	8,43515E+12	EAN	NEW									3					
057M-6642	86,92	22	8,43515E+12	EAN	NEW									3					
057M-5742	302,25	34	8,43515E+12	EAN	NEW									3					
057M-4579	286.65	26	8,43515E+12	EAN	NEW									3					
057M-6698	104,42	39	8,43515E+12	EAN	NEW									3					
057M-5984	136,50	30	8,43515E+12	EAN	NEW									3					
057M-5992K	213,27	39	8,43515E+12	EAN	NEW									3					
057M-6160	158,87	94	8,43515E+12	EAN	NEW									3					
057M-5515	22,10	134	8,43515E+12	EAN	NEW									3					
057M-4580	62,74	87	8,43515E+12	EAN	NEW									3					
057M-1626	130,66	34	8,43515E+12	EAN	NEW									3					
057M-4078	40,95	33	8,43515E+12	EAN	NEW									3					
057M-6609	286,11	39	8,43515E+12	EAN	NEW									3					
057M-5909	85,80	27	8,43515E+12	EAN	NEW									3					
057M-5366	95,84	29	8,43515E+12	EAN	NEW									3					
057M-6683	371,10	27	8,43515E+12	EAN	NEW									3					
057M-6381	64,40	0	8,43515E+12	EAN	NEW									3					
057M-6380	60,20	40	8,43515E+12	EAN	NEW									3					
057M-1399	107,60	68	8,43515E+12	EAN	NEW									3					
057M-4900	550,17	42	8,43515E+12	EAN	NEW									3					
057M-5593	81,24	39	8,43515E+12	EAN	NEW									3					
057M-0784	118,96	35	8,43515E+12	EAN	NEW									3					
057M-1632	267.15	40	8,43515E+12	EAN	NEW									3					
057M-5921	239,85	41	8,43515E+12	EAN	NEW									3					
057M-6334	378,38	37	8,43515E+12	EAN	NEW									3					
057M-4984	228,44	32	8,43515E+12	EAN	NEW									3					
057M-6083	63,40	0	8,43515E+12	EAN	NEW									3					
057M-3871	354,91	32	8,43515E+12	EAN	NEW									3					
057M-5383	128,74	38	8,43515E+12	EAN	NEW									3					
057M-4981	226,14	0	8,43515E+12	EAN	NEW									3					
057M-5170	7,50	25	8,43515E+12	EAN	NEW									3					
057M-5239	14,70	0	8,43515E+12	EAN	NEW									3					
057M-5767	83,85	64	8,43515E+12	EAN	NEW									3					
057M-3615	93,61	65	8,43515E+12	EAN	NEW									3					
